Ubar,Mubar,Actual_Phase,Predicted_Phase,Type
14.3,-1.05,0,1,Actual
14.3,1.15,0,0,Actual
14.3,12.15,0,1,Actual
14.3,17.05,1,0,Actual
14.3,24.85,1,0,Actual
14.3,34.15,0,1,Actual
14.3,36.35,0,1,Actual
14.4,-1.05,0,1,Actual
14.4,1.15,0,0,Actual
14.4,12.25,0,1,Actual
14.4,17.05,1,0,Actual
14.4,25.15,0,0,Actual
14.4,34.25,1,0,Actual
14.4,36.75,0,0,Actual
14.5,-1.05,0,1,Actual
14.5,1.15,0,0,Actual
14.5,12.35,0,1,Actual
14.5,17.15,1,0,Actual
14.5,25.35,1,1,Actual
14.5,34.35,0,0,Actual
14.5,37.15,1,1,Actual
14.6,-1.05,0,1,Actual
14.6,1.15,0,0,Actual
14.6,12.45,0,1,Actual
14.6,17.25,1,0,Actual
14.6,25.55,0,1,Actual
14.6,34.45,1,1,Actual
14.6,37.55,0,1,Actual
14.7,-1.05,0,1,Actual
14.7,1.15,0,0,Actual
14.7,12.55,1,1,Actual
14.7,17.35,1,0,Actual
14.7,25.75,0,0,Actual
14.7,34.55,1,0,Actual
14.7,37.95,0,1,Actual
14.8,-1.05,0,1,Actual
14.8,1.15,0,0,Actual
14.8,12.65,0,1,Actual
14.8,17.45,0,0,Actual
14.8,25.95,0,0,Actual
14.8,34.75,1,1,Actual
14.8,38.25,0,1,Actual
14.9,-1.05,0,1,Actual
14.9,1.15,0,0,Actual
14.9,12.75,0,0,Actual
14.9,17.55,1,1,Actual
14.9,26.15,0,0,Actual
14.9,34.85,0,0,Actual
14.9,38.65,1,0,Actual
15,-1.05,0,1,Actual
15,1.15,0,0,Actual
15,12.85,0,1,Actual
15,17.65,1,0,Actual
15,26.35,1,0,Actual
15,35.05,1,0,Actual
15,38.95,0,1,Actual
15.1,-1.05,0,1,Actual
15.1,1.15,0,0,Actual
15.1,12.95,0,1,Actual
15.1,17.75,1,0,Actual
15.1,26.55,0,0,Actual
15.1,35.15,0,0,Actual
15.1,39.35,0,1,Actual
15.2,-1.05,0,1,Actual
15.2,1.15,0,0,Actual
15.2,13.05,1,1,Actual
15.2,17.85,1,0,Actual
15.2,26.75,0,1,Actual
15.2,35.35,0,0,Actual
15.2,39.65,1,1,Actual
15.3,-1.05,0,1,Actual
15.3,1.15,0,0,Actual
15.3,13.15,0,1,Actual
15.3,17.95,0,0,Actual
15.3,26.95,0,0,Actual
15.3,35.45,1,0,Actual
15.3,40.05,0,1,Actual
15.4,-1.05,0,1,Actual
15.4,1.15,0,0,Actual
15.4,13.25,0,1,Actual
15.4,18.05,1,0,Actual
15.4,27.15,0,0,Actual
15.4,35.65,0,1,Actual
15.4,40.35,0,0,Actual
15.5,-1.05,0,1,Actual
15.5,1.15,0,0,Actual
15.5,13.35,0,1,Actual
15.5,18.15,1,0,Actual
15.5,27.35,0,1,Actual
15.5,35.75,1,0,Actual
15.5,40.75,0,1,Actual
15.6,-1.05,0,1,Actual
15.6,1.15,0,0,Actual
15.6,13.45,0,1,Actual
15.6,18.25,1,0,Actual
15.6,27.55,0,0,Actual
15.6,35.95,1,0,Actual
15.6,41.05,0,1,Actual
15.7,-1.05,0,1,Actual
15.7,1.15,0,0,Actual
15.7,13.55,1,1,Actual
15.7,18.25,1,0,Actual
15.7,27.85,0,0,Actual
15.7,36.15,0,0,Actual
15.7,41.35,0,1,Actual
15.8,-1.05,0,1,Actual
15.8,1.15,0,0,Actual
15.8,13.65,0,1,Actual
15.8,18.35,0,0,Actual
15.8,28.05,0,0,Actual
15.8,36.25,1,1,Actual
15.8,41.75,0,0,Actual
15.9,-1.05,0,1,Actual
15.9,1.15,0,0,Actual
15.9,13.75,0,1,Actual
15.9,18.45,1,1,Actual
15.9,28.25,0,0,Actual
15.9,36.45,1,1,Actual
15.9,42.05,0,0,Actual
16,-1.05,0,1,Actual
16,1.15,0,0,Actual
16,13.85,0,1,Actual
16,18.55,1,0,Actual
16,28.45,0,0,Actual
16,36.65,0,0,Actual
16,42.35,0,1,Actual
16.1,-1.05,0,1,Actual
16.1,1.15,0,0,Actual
16.1,13.95,0,1,Actual
16.1,18.65,1,0,Actual
16.1,28.65,0,1,Actual
16.1,36.85,1,0,Actual
16.1,42.65,1,0,Actual
16.2,-1.05,0,1,Actual
16.2,1.15,0,0,Actual
16.2,14.05,1,1,Actual
16.2,18.75,1,0,Actual
16.2,28.85,0,1,Actual
16.2,36.95,1,0,Actual
16.2,43.05,0,1,Actual
16.3,-1.05,0,1,Actual
16.3,1.15,0,0,Actual
16.3,14.15,0,1,Actual
16.3,18.85,0,0,Actual
16.3,29.05,0,0,Actual
16.3,37.15,0,1,Actual
16.3,43.35,0,1,Actual
16.4,-1.05,0,1,Actual
16.4,1.15,0,0,Actual
16.4,14.25,1,0,Actual
16.4,18.95,1,0,Actual
16.4,29.25,0,0,Actual
16.4,37.35,1,0,Actual
16.4,43.65,1,0,Actual
16.5,-1.05,0,1,Actual
16.5,1.15,0,0,Actual
16.5,14.35,0,1,Actual
16.5,19.05,1,0,Actual
16.5,29.45,0,1,Actual
16.5,37.55,1,0,Actual
16.5,43.95,0,1,Actual
16.6,-1.05,0,1,Actual
16.6,1.15,0,0,Actual
16.6,14.45,0,1,Actual
16.6,19.15,1,0,Actual
16.6,29.65,0,0,Actual
16.6,37.65,0,0,Actual
16.6,44.35,0,1,Actual
16.7,-1.05,0,1,Actual
16.7,1.15,0,0,Actual
16.7,14.55,1,1,Actual
16.7,19.25,1,0,Actual
16.7,29.85,0,0,Actual
16.7,37.85,1,0,Actual
16.7,44.65,1,1,Actual
16.8,-1.05,0,1,Actual
16.8,1.15,0,0,Actual
16.8,14.65,0,1,Actual
16.8,19.35,0,0,Actual
16.8,30.05,0,0,Actual
16.8,38.05,1,1,Actual
16.8,44.95,0,0,Actual
16.9,-1.05,0,1,Actual
16.9,1.15,0,0,Actual
16.9,14.75,1,1,Actual
16.9,19.45,1,0,Actual
16.9,30.25,0,0,Actual
16.9,38.25,1,0,Actual
16.9,45.25,0,0,Actual
17,-1.05,0,1,Actual
17,1.15,0,0,Actual
17,14.85,0,1,Actual
17,19.55,1,0,Actual
17,30.45,0,1,Actual
17,38.45,1,0,Actual
17,45.55,0,1,Actual
17.1,-1.05,0,1,Actual
17.1,1.15,0,0,Actual
17.1,14.95,0,1,Actual
17.1,19.65,1,0,Actual
17.1,30.65,0,1,Actual
17.1,38.55,1,0,Actual
17.1,45.95,0,0,Actual
17.2,-1.05,0,1,Actual
17.2,1.15,0,0,Actual
17.2,15.05,1,1,Actual
17.2,19.75,1,0,Actual
17.2,30.85,0,0,Actual
17.2,38.75,1,0,Actual
17.2,46.25,0,0,Actual
17.3,-1.05,0,1,Actual
17.3,1.15,0,0,Actual
17.3,15.15,0,1,Actual
17.3,19.85,0,0,Actual
17.3,31.05,0,0,Actual
17.3,38.95,1,1,Actual
17.3,46.55,0,0,Actual
17.4,-1.05,0,1,Actual
17.4,1.15,0,0,Actual
17.4,15.25,1,1,Actual
17.4,19.95,1,0,Actual
17.4,31.25,0,0,Actual
17.4,39.15,0,0,Actual
17.4,46.85,0,0,Actual
17.5,-1.05,0,1,Actual
17.5,1.15,0,0,Actual
17.5,15.35,0,1,Actual
17.5,20.05,1,0,Actual
17.5,31.45,0,0,Actual
17.5,39.35,1,0,Actual
17.5,47.15,1,0,Actual
17.6,-1.05,0,1,Actual
17.6,1.15,0,0,Actual
17.6,15.45,0,1,Actual
17.6,20.05,1,1,Actual
17.6,31.75,0,0,Actual
17.6,39.45,1,0,Actual
17.6,47.55,0,1,Actual
17.7,-1.05,0,1,Actual
17.7,1.15,0,0,Actual
17.7,15.55,1,1,Actual
17.7,20.15,1,0,Actual
17.7,31.95,0,0,Actual
17.7,39.65,0,0,Actual
17.7,47.85,0,1,Actual
17.8,-1.05,0,1,Actual
17.8,1.15,0,0,Actual
17.8,15.65,0,1,Actual
17.8,20.25,1,1,Actual
17.8,32.15,1,1,Actual
17.8,39.85,1,1,Actual
17.8,48.15,1,1,Actual
17.9,-1.05,0,1,Actual
17.9,1.15,0,0,Actual
17.9,15.75,1,1,Actual
17.9,20.35,0,1,Actual
17.9,32.35,0,1,Actual
17.9,40.05,1,0,Actual
17.9,48.45,0,1,Actual
18,-1.05,0,1,Actual
18,1.15,0,0,Actual
18,15.85,0,1,Actual
18,20.45,1,0,Actual
18,32.55,0,1,Actual
18,40.25,1,0,Actual
18,48.75,0,1,Actual
18.1,-1.05,0,1,Actual
18.1,1.15,0,0,Actual
18.1,15.95,0,1,Actual
18.1,20.55,1,0,Actual
18.1,32.75,0,1,Actual
18.1,40.45,1,0,Actual
18.1,49.05,0,1,Actual
18.2,-1.05,0,1,Actual
18.2,1.15,0,0,Actual
18.2,16.05,0,1,Actual
18.2,20.65,1,1,Actual
18.2,32.95,1,0,Actual
18.2,40.65,0,0,Actual
18.2,49.35,0,1,Actual
18.3,-1.05,0,1,Actual
18.3,1.15,0,0,Actual
18.3,16.15,0,1,Actual
18.3,20.75,1,0,Actual
18.3,33.15,1,0,Actual
18.3,40.75,1,1,Actual
18.3,49.75,0,0,Actual
18.4,-1.05,0,1,Actual
18.4,1.15,0,0,Actual
18.4,16.25,0,1,Actual
18.4,20.85,0,0,Actual
18.4,33.35,1,1,Actual
18.4,40.95,1,0,Actual
18.4,50.05,0,1,Actual
18.5,-1.05,0,1,Actual
18.5,1.15,0,0,Actual
18.5,16.35,0,1,Actual
18.5,20.95,1,1,Actual
18.5,33.55,0,0,Actual
18.5,41.15,0,0,Actual
18.5,50.35,0,1,Actual
18.6,-1.05,0,1,Actual
18.6,1.15,0,0,Actual
18.6,16.45,1,1,Actual
18.6,21.05,1,0,Actual
18.6,33.75,0,0,Actual
18.6,41.35,1,0,Actual
18.6,50.65,1,1,Actual
18.7,-1.05,0,1,Actual
18.7,1.15,0,0,Actual
18.7,16.55,0,1,Actual
18.7,21.15,1,0,Actual
18.7,33.95,0,1,Actual
18.7,41.55,1,0,Actual
18.7,50.95,0,0,Actual
18.8,-1.05,0,1,Actual
18.8,1.15,0,0,Actual
18.8,16.65,0,1,Actual
18.8,21.25,1,1,Actual
18.8,34.15,1,0,Actual
18.8,41.75,1,1,Actual
18.8,51.25,0,0,Actual
18.9,-1.05,0,1,Actual
18.9,1.15,0,0,Actual
18.9,16.75,0,1,Actual
18.9,21.35,0,0,Actual
18.9,34.35,1,1,Actual
18.9,41.95,1,0,Actual
18.9,51.55,0,1,Actual
