Ubar,Mubar,Type,Actual_Phase,Predicted_Phase
17.6,39.35000000000001,Predicted,1.0,0
17.6,47.85000000000001,Predicted,1.0,1
17.7,1.1500000000000001,Predicted,1.0,1
17.7,15.650000000000002,Predicted,1.0,1
17.7,20.150000000000002,Predicted,1.0,1
17.7,32.05,Predicted,1.0,0
17.7,39.55,Predicted,1.0,1
17.7,48.150000000000006,Predicted,1.0,1
17.8,1.1500000000000001,Predicted,1.0,1
17.8,15.75,Predicted,1.0,0
17.8,20.25,Predicted,1.0,1
17.8,32.25,Predicted,1.0,0
17.8,39.650000000000006,Predicted,1.0,0
17.8,48.45,Predicted,1.0,0
17.900000000000002,1.1500000000000001,Predicted,1.0,1
17.900000000000002,15.850000000000001,Predicted,1.0,1
17.900000000000002,20.35,Predicted,0.0,1
17.900000000000002,32.45,Predicted,1.0,1
17.900000000000002,39.85000000000001,Predicted,1.0,0
17.900000000000002,48.75,Predicted,1.0,0
18.0,1.1500000000000001,Predicted,1.0,1
18.0,15.95,Predicted,1.0,0
18.0,20.450000000000003,Predicted,0.0,0
18.0,32.650000000000006,Predicted,1.0,1
18.0,40.05,Predicted,1.0,1
18.0,49.05,Predicted,1.0,0
18.1,1.1500000000000001,Predicted,1.0,1
18.1,16.05,Predicted,1.0,0
18.1,20.55,Predicted,1.0,1
18.1,32.85,Predicted,1.0,0
18.1,40.25,Predicted,1.0,1
18.1,49.45,Predicted,1.0,0
18.2,1.1500000000000001,Predicted,1.0,1
18.2,16.15,Predicted,1.0,0
18.2,20.650000000000002,Predicted,1.0,1
18.2,33.05,Predicted,1.0,0
18.2,40.45,Predicted,1.0,1
18.2,49.75,Predicted,1.0,0
18.3,1.1500000000000001,Predicted,1.0,1
18.3,16.25,Predicted,1.0,0
18.3,20.75,Predicted,1.0,1
18.3,33.25,Predicted,1.0,0
18.3,40.650000000000006,Predicted,1.0,0
18.3,50.05,Predicted,1.0,0
18.400000000000002,1.1500000000000001,Predicted,1.0,1
18.400000000000002,16.35,Predicted,1.0,0
18.400000000000002,20.85,Predicted,0.0,1
18.400000000000002,33.45,Predicted,1.0,1
18.400000000000002,40.85000000000001,Predicted,1.0,0
18.400000000000002,50.35000000000001,Predicted,1.0,1
18.5,1.1500000000000001,Predicted,1.0,1
18.5,16.450000000000003,Predicted,1.0,1
18.5,20.950000000000003,Predicted,0.0,0
18.5,33.650000000000006,Predicted,1.0,1
18.5,40.95,Predicted,1.0,1
18.5,50.650000000000006,Predicted,1.0,1
18.6,1.1500000000000001,Predicted,1.0,1
18.6,16.55,Predicted,1.0,0
18.6,21.05,Predicted,1.0,1
18.6,33.85,Predicted,1.0,0
18.6,41.150000000000006,Predicted,1.0,0
18.6,50.95,Predicted,1.0,0
18.7,1.1500000000000001,Predicted,1.0,1
18.7,16.65,Predicted,1.0,0
18.7,21.150000000000002,Predicted,1.0,1
18.7,34.150000000000006,Predicted,1.0,1
18.7,41.35000000000001,Predicted,1.0,0
18.7,51.25,Predicted,1.0,0
18.8,1.1500000000000001,Predicted,1.0,1
18.8,16.75,Predicted,1.0,0
18.8,21.25,Predicted,1.0,1
18.8,34.35,Predicted,1.0,0
18.8,41.55,Predicted,1.0,1
18.8,51.650000000000006,Predicted,1.0,1
18.900000000000002,1.1500000000000001,Predicted,1.0,1
18.900000000000002,16.85,Predicted,1.0,0
18.900000000000002,21.35,Predicted,0.0,1
18.900000000000002,34.55,Predicted,1.0,0
18.900000000000002,41.75,Predicted,1.0,1
18.900000000000002,51.95,Predicted,1.0,0
19.0,1.1500000000000001,Predicted,1.0,1
19.0,16.950000000000003,Predicted,1.0,1
19.0,21.35,Predicted,1.0,1
19.0,34.75,Predicted,1.0,0
19.0,41.95,Predicted,1.0,1
19.0,52.25,Predicted,1.0,0
19.1,1.1500000000000001,Predicted,1.0,1
19.1,17.05,Predicted,1.0,0
19.1,21.450000000000003,Predicted,1.0,0
19.1,34.95,Predicted,1.0,1
19.1,42.150000000000006,Predicted,1.0,0
19.1,52.55,Predicted,1.0,0
19.200000000000003,1.1500000000000001,Predicted,1.0,1
19.200000000000003,17.15,Predicted,1.0,0
19.200000000000003,21.55,Predicted,1.0,1
19.200000000000003,35.150000000000006,Predicted,1.0,1
19.200000000000003,42.35000000000001,Predicted,1.0,0
19.200000000000003,52.85000000000001,Predicted,1.0,1
19.3,1.1500000000000001,Predicted,1.0,1
19.3,17.25,Predicted,1.0,0
19.3,21.650000000000002,Predicted,1.0,1
19.3,35.35,Predicted,1.0,0
19.3,42.55,Predicted,1.0,1
19.3,53.150000000000006,Predicted,1.0,1
19.400000000000002,1.1500000000000001,Predicted,1.0,1
19.400000000000002,17.35,Predicted,1.0,0
19.400000000000002,21.75,Predicted,1.0,1
19.400000000000002,35.55,Predicted,1.0,0
19.400000000000002,42.650000000000006,Predicted,1.0,0
19.400000000000002,53.45,Predicted,1.0,0
19.5,1.1500000000000001,Predicted,1.0,1
19.5,17.450000000000003,Predicted,1.0,1
19.5,21.85,Predicted,1.0,1
19.5,35.75,Predicted,1.0,0
19.5,42.85000000000001,Predicted,1.0,0
19.5,53.75,Predicted,1.0,0
19.6,1.1500000000000001,Predicted,1.0,1
19.6,17.55,Predicted,1.0,0
19.6,21.950000000000003,Predicted,1.0,0
19.6,35.95,Predicted,1.0,1
19.6,43.05,Predicted,1.0,1
19.6,54.150000000000006,Predicted,1.0,1
19.700000000000003,1.05,Predicted,1.0,1
19.700000000000003,17.65,Predicted,1.0,0
19.700000000000003,22.05,Predicted,1.0,1
19.700000000000003,36.150000000000006,Predicted,1.0,1
19.700000000000003,43.25,Predicted,1.0,1
19.700000000000003,54.45,Predicted,1.0,0
19.8,1.05,Predicted,1.0,1
19.8,17.75,Predicted,1.0,0
19.8,22.150000000000002,Predicted,1.0,1
19.8,36.35,Predicted,1.0,0
19.8,43.45,Predicted,1.0,1
19.8,54.75,Predicted,1.0,0
19.900000000000002,1.05,Predicted,1.0,1
19.900000000000002,17.85,Predicted,1.0,0
19.900000000000002,22.25,Predicted,1.0,1
19.900000000000002,36.55,Predicted,1.0,0
19.900000000000002,43.650000000000006,Predicted,1.0,0
19.900000000000002,55.05,Predicted,1.0,0
20.0,1.05,Predicted,1.0,1
20.0,17.950000000000003,Predicted,1.0,1
20.0,22.35,Predicted,1.0,1
20.0,36.75,Predicted,1.0,0
20.0,43.85000000000001,Predicted,1.0,0
20.0,55.35000000000001,Predicted,1.0,1
20.1,1.05,Predicted,1.0,1
20.1,18.05,Predicted,1.0,0
20.1,22.450000000000003,Predicted,1.0,0
20.1,36.95,Predicted,1.0,1
20.1,44.05,Predicted,1.0,1
20.1,55.650000000000006,Predicted,1.0,1
20.200000000000003,1.05,Predicted,1.0,1
20.200000000000003,18.15,Predicted,1.0,0
20.200000000000003,22.55,Predicted,1.0,1
20.200000000000003,37.150000000000006,Predicted,1.0,1
20.200000000000003,44.25,Predicted,1.0,1
20.200000000000003,55.95,Predicted,1.0,0
20.3,1.05,Predicted,1.0,1
20.3,18.25,Predicted,1.0,0
20.3,22.650000000000002,Predicted,1.0,1
20.3,37.35,Predicted,1.0,0
20.3,44.35000000000001,Predicted,1.0,0
20.3,56.25,Predicted,1.0,0
20.400000000000002,1.05,Predicted,1.0,1
20.400000000000002,18.35,Predicted,1.0,0
20.400000000000002,22.75,Predicted,1.0,1
20.400000000000002,37.55,Predicted,1.0,0
20.400000000000002,44.55,Predicted,1.0,1
20.400000000000002,56.650000000000006,Predicted,1.0,1
20.5,1.05,Predicted,1.0,1
20.5,18.450000000000003,Predicted,1.0,1
20.5,22.85,Predicted,1.0,1
20.5,37.75,Predicted,1.0,0
20.5,44.75,Predicted,1.0,1
20.5,56.95,Predicted,1.0,0
20.6,1.05,Predicted,1.0,1
20.6,18.55,Predicted,1.0,0
20.6,22.950000000000003,Predicted,0.0,0
20.6,37.95,Predicted,1.0,1
20.6,44.95,Predicted,1.0,1
20.6,57.25,Predicted,1.0,0
20.700000000000003,1.05,Predicted,1.0,1
20.700000000000003,18.65,Predicted,1.0,0
20.700000000000003,23.05,Predicted,1.0,1
20.700000000000003,38.150000000000006,Predicted,1.0,1
20.700000000000003,45.150000000000006,Predicted,1.0,0
20.700000000000003,57.55,Predicted,1.0,0
20.8,1.05,Predicted,1.0,1
20.8,18.75,Predicted,1.0,0
20.8,23.150000000000002,Predicted,1.0,1
20.8,38.35000000000001,Predicted,1.0,1
20.8,45.35000000000001,Predicted,1.0,0
20.8,57.85000000000001,Predicted,1.0,1
20.900000000000002,1.05,Predicted,1.0,1
20.900000000000002,18.85,Predicted,1.0,0
20.900000000000002,23.150000000000002,Predicted,1.0,1
20.900000000000002,38.55,Predicted,1.0,0
20.900000000000002,45.55,Predicted,1.0,1
20.900000000000002,58.150000000000006,Predicted,1.0,1
21.0,1.05,Predicted,1.0,1
21.0,18.950000000000003,Predicted,1.0,1
21.0,23.25,Predicted,1.0,1
21.0,38.75,Predicted,1.0,0
21.0,45.75,Predicted,1.0,1
21.0,58.45,Predicted,1.0,0
21.1,1.05,Predicted,1.0,1
21.1,19.05,Predicted,1.0,0
21.1,23.35,Predicted,1.0,1
21.1,39.05,Predicted,1.0,0
21.1,45.95,Predicted,1.0,1
21.1,58.75,Predicted,1.0,0
21.200000000000003,1.05,Predicted,1.0,1
21.200000000000003,19.150000000000002,Predicted,1.0,0
21.200000000000003,23.450000000000003,Predicted,1.0,0
21.200000000000003,39.25,Predicted,1.0,0
21.200000000000003,46.150000000000006,Predicted,1.0,0
21.200000000000003,59.05,Predicted,1.0,0
21.3,1.05,Predicted,1.0,1
21.3,19.25,Predicted,1.0,0
21.3,23.55,Predicted,1.0,1
21.3,39.45,Predicted,1.0,0
21.3,46.25,Predicted,1.0,1
21.3,59.45,Predicted,1.0,0
21.400000000000002,1.05,Predicted,1.0,1
21.400000000000002,19.35,Predicted,1.0,0
21.400000000000002,23.650000000000002,Predicted,1.0,1
21.400000000000002,39.650000000000006,Predicted,1.0,1
21.400000000000002,46.45,Predicted,1.0,1
21.400000000000002,59.75,Predicted,1.0,0
21.5,1.05,Predicted,1.0,1
21.5,19.450000000000003,Predicted,1.0,1
21.5,23.75,Predicted,1.0,1
21.5,39.85000000000001,Predicted,1.0,1
21.5,46.650000000000006,Predicted,1.0,0
21.5,60.05,Predicted,1.0,0
21.6,1.05,Predicted,1.0,1
21.6,19.55,Predicted,1.0,0
21.6,23.85,Predicted,1.0,1
21.6,40.05,Predicted,1.0,0
21.6,46.85000000000001,Predicted,1.0,0
21.6,60.35000000000001,Predicted,1.0,1
21.700000000000003,1.05,Predicted,1.0,1
21.700000000000003,19.650000000000002,Predicted,1.0,0
21.700000000000003,23.950000000000003,Predicted,1.0,0
21.700000000000003,40.25,Predicted,1.0,0
21.700000000000003,47.05,Predicted,1.0,1
21.700000000000003,60.650000000000006,Predicted,0.0,1
21.8,1.05,Predicted,1.0,1
21.8,19.75,Predicted,1.0,0
21.8,24.05,Predicted,1.0,1
21.8,40.45,Predicted,1.0,0
21.8,47.25,Predicted,1.0,1
21.8,60.95,Predicted,0.0,0
21.900000000000002,1.05,Predicted,1.0,1
21.900000000000002,19.950000000000003,Predicted,1.0,1
21.900000000000002,24.150000000000002,Predicted,1.0,1
21.900000000000002,40.650000000000006,Predicted,1.0,1
21.900000000000002,47.45,Predicted,1.0,1
21.900000000000002,61.25,Predicted,0.0,0
22.0,1.05,Predicted,1.0,1
22.0,20.05,Predicted,1.0,0
22.0,24.25,Predicted,1.0,1
22.0,40.85000000000001,Predicted,1.0,1
22.0,47.650000000000006,Predicted,1.0,0
22.0,61.55,Predicted,0.0,0
22.1,1.05,Predicted,1.0,1
22.1,20.150000000000002,Predicted,1.0,0
22.1,24.35,Predicted,1.0,1
22.1,41.05,Predicted,1.0,0
22.1,47.85000000000001,Predicted,1.0,0
22.1,61.85000000000001,Predicted,0.0,1
22.200000000000003,1.05,Predicted,1.0,1
22.200000000000003,20.25,Predicted,1.0,0
22.200000000000003,24.450000000000003,Predicted,1.0,0
22.200000000000003,41.25,Predicted,1.0,0
22.200000000000003,48.05,Predicted,1.0,1
22.200000000000003,62.150000000000006,Predicted,0.0,1
22.3,1.05,Predicted,1.0,1
22.3,20.35,Predicted,1.0,0
22.3,24.55,Predicted,1.0,1
22.3,41.45,Predicted,1.0,0
22.3,48.150000000000006,Predicted,1.0,0
22.3,62.45,Predicted,0.0,0
22.400000000000002,1.05,Predicted,1.0,1
22.400000000000002,20.450000000000003,Predicted,1.0,1
22.400000000000002,24.650000000000002,Predicted,1.0,1
22.400000000000002,41.650000000000006,Predicted,1.0,1
22.400000000000002,48.35000000000001,Predicted,1.0,0
22.400000000000002,62.75,Predicted,0.0,0
22.5,1.05,Predicted,1.0,1
22.5,20.55,Predicted,1.0,0
22.5,24.75,Predicted,1.0,1
22.5,41.85000000000001,Predicted,1.0,1
22.5,48.55,Predicted,1.0,1
22.5,63.05,Predicted,0.0,0
22.6,1.05,Predicted,1.0,1
22.6,20.650000000000002,Predicted,1.0,0
22.6,24.85,Predicted,1.0,1
22.6,42.05,Predicted,1.0,0
22.6,48.75,Predicted,1.0,1
22.6,63.35000000000001,Predicted,0.0,1
22.700000000000003,1.05,Predicted,1.0,1
22.700000000000003,20.75,Predicted,1.0,0
22.700000000000003,24.950000000000003,Predicted,1.0,0
22.700000000000003,42.25,Predicted,1.0,0
22.700000000000003,48.95,Predicted,1.0,1
22.700000000000003,63.650000000000006,Predicted,0.0,1
22.8,1.05,Predicted,1.0,1
22.8,20.85,Predicted,1.0,0
22.8,24.950000000000003,Predicted,1.0,0
22.8,42.45,Predicted,1.0,0
22.8,49.150000000000006,Predicted,1.0,0
22.8,63.95,Predicted,0.0,0
22.900000000000002,1.05,Predicted,1.0,1
22.900000000000002,20.950000000000003,Predicted,1.0,1
22.900000000000002,25.05,Predicted,1.0,1
22.900000000000002,42.650000000000006,Predicted,1.0,1
22.900000000000002,49.35000000000001,Predicted,1.0,0
22.900000000000002,64.25,Predicted,0.0,0
23.0,1.05,Predicted,1.0,1
23.0,21.05,Predicted,1.0,0
23.0,25.150000000000002,Predicted,1.0,1
23.0,42.85000000000001,Predicted,1.0,1
23.0,49.55,Predicted,1.0,1
23.0,64.55000000000001,Predicted,0.0,1
23.1,1.05,Predicted,1.0,1
23.1,21.150000000000002,Predicted,1.0,0
23.1,25.25,Predicted,1.0,1
23.1,43.05,Predicted,1.0,0
23.1,49.75,Predicted,1.0,1
23.1,64.85,Predicted,0.0,0
23.200000000000003,1.05,Predicted,1.0,1
23.200000000000003,21.25,Predicted,1.0,0
23.200000000000003,25.35,Predicted,1.0,1
23.200000000000003,43.25,Predicted,1.0,0
23.200000000000003,49.95,Predicted,1.0,1
23.200000000000003,65.15,Predicted,0.0,0
23.3,1.05,Predicted,1.0,1
23.3,21.35,Predicted,1.0,0
23.3,25.450000000000003,Predicted,1.0,0
23.3,43.45,Predicted,1.0,0
23.3,50.150000000000006,Predicted,1.0,0
23.3,65.45,Predicted,0.0,0
23.400000000000002,1.05,Predicted,1.0,1
23.400000000000002,21.450000000000003,Predicted,1.0,1
23.400000000000002,25.55,Predicted,1.0,1
23.400000000000002,43.650000000000006,Predicted,1.0,1
23.400000000000002,50.35000000000001,Predicted,1.0,0
23.400000000000002,65.75,Predicted,0.0,0
23.5,0.95,Predicted,1.0,1
23.5,21.55,Predicted,1.0,0
23.5,25.650000000000002,Predicted,1.0,1
23.5,43.85000000000001,Predicted,1.0,1
23.5,50.55,Predicted,1.0,1
23.5,66.05000000000001,Predicted,0.0,1
23.6,0.95,Predicted,1.0,1
23.6,21.650000000000002,Predicted,1.0,0
23.6,25.75,Predicted,1.0,1
23.6,44.05,Predicted,1.0,0
23.6,50.650000000000006,Predicted,1.0,0
23.6,66.35,Predicted,0.0,0
23.700000000000003,0.95,Predicted,1.0,1
23.700000000000003,21.75,Predicted,1.0,0
23.700000000000003,25.85,Predicted,1.0,1
23.700000000000003,44.35000000000001,Predicted,1.0,1
23.700000000000003,50.85000000000001,Predicted,1.0,0
23.700000000000003,66.65,Predicted,0.0,0
23.8,0.95,Predicted,1.0,1
23.8,21.85,Predicted,1.0,0
23.8,25.950000000000003,Predicted,1.0,0
23.8,44.55,Predicted,1.0,0
23.8,51.05,Predicted,1.0,1
23.8,66.95,Predicted,0.0,0
23.900000000000002,0.95,Predicted,1.0,1
23.900000000000002,21.950000000000003,Predicted,1.0,1
23.900000000000002,26.05,Predicted,1.0,1
23.900000000000002,44.75,Predicted,1.0,0
23.900000000000002,51.25,Predicted,1.0,1
23.900000000000002,67.25,Predicted,0.0,0
24.0,0.95,Predicted,1.0,1
24.0,22.05,Predicted,1.0,0
24.0,26.150000000000002,Predicted,1.0,1
24.0,44.95,Predicted,1.0,0
24.0,51.45,Predicted,1.0,1
24.0,67.55000000000001,Predicted,0.0,1
24.1,0.95,Predicted,1.0,1
24.1,22.150000000000002,Predicted,1.0,0
24.1,26.25,Predicted,1.0,1
24.1,45.150000000000006,Predicted,1.0,1
24.1,51.650000000000006,Predicted,1.0,0
24.1,67.85,Predicted,0.0,0
24.200000000000003,0.95,Predicted,1.0,1
24.200000000000003,22.25,Predicted,1.0,0
24.200000000000003,26.35,Predicted,1.0,1
24.200000000000003,45.35000000000001,Predicted,1.0,1
24.200000000000003,51.85000000000001,Predicted,1.0,0
24.200000000000003,68.15,Predicted,0.0,0
24.3,0.95,Predicted,1.0,1
24.3,22.35,Predicted,1.0,0
24.3,26.450000000000003,Predicted,1.0,0
24.3,45.55,Predicted,1.0,0
24.3,52.05,Predicted,1.0,1
24.3,68.45,Predicted,0.0,0
24.400000000000002,0.95,Predicted,1.0,1
24.400000000000002,22.450000000000003,Predicted,1.0,1
24.400000000000002,26.55,Predicted,1.0,1
24.400000000000002,45.75,Predicted,1.0,0
24.400000000000002,52.25,Predicted,1.0,1
24.400000000000002,68.75,Predicted,0.0,0
24.5,0.95,Predicted,1.0,1
24.5,22.55,Predicted,1.0,0
24.5,26.650000000000002,Predicted,1.0,1
24.5,45.95,Predicted,1.0,0
24.5,52.45,Predicted,1.0,1
24.5,69.05000000000001,Predicted,0.0,1
24.6,0.95,Predicted,1.0,1
24.6,22.650000000000002,Predicted,1.0,0
24.6,26.75,Predicted,1.0,1
24.6,46.150000000000006,Predicted,1.0,1
24.6,52.650000000000006,Predicted,1.0,0
24.6,69.35,Predicted,0.0,0
24.700000000000003,0.95,Predicted,1.0,1
24.700000000000003,22.75,Predicted,1.0,0
24.700000000000003,26.85,Predicted,1.0,1
24.700000000000003,46.35000000000001,Predicted,1.0,1
24.700000000000003,52.85000000000001,Predicted,1.0,0
24.700000000000003,69.65,Predicted,0.0,0
24.8,0.95,Predicted,1.0,1
24.8,22.85,Predicted,1.0,0
24.8,26.950000000000003,Predicted,1.0,0
24.8,46.55,Predicted,1.0,0
24.8,53.05,Predicted,1.0,1
24.8,69.95,Predicted,0.0,0
24.900000000000002,0.95,Predicted,1.0,1
24.900000000000002,22.950000000000003,Predicted,1.0,1
24.900000000000002,27.05,Predicted,1.0,1
24.900000000000002,46.75,Predicted,1.0,0
24.900000000000002,53.150000000000006,Predicted,1.0,0
25.0,0.95,Predicted,1.0,1
25.0,23.05,Predicted,1.0,0
25.0,27.150000000000002,Predicted,1.0,1
25.0,46.95,Predicted,1.0,0
25.0,53.35000000000001,Predicted,1.0,0
25.1,0.95,Predicted,1.0,1
25.1,23.05,Predicted,1.0,0
25.1,27.25,Predicted,1.0,1
25.1,47.150000000000006,Predicted,1.0,1
25.1,53.55,Predicted,1.0,1
25.200000000000003,0.8500000000000001,Predicted,1.0,0
25.200000000000003,23.150000000000002,Predicted,1.0,0
25.200000000000003,27.35,Predicted,1.0,1
25.200000000000003,47.35000000000001,Predicted,1.0,1
25.200000000000003,53.75,Predicted,0.0,1
25.3,0.8500000000000001,Predicted,1.0,0
25.3,23.25,Predicted,1.0,0
25.3,27.450000000000003,Predicted,0.0,0
25.3,47.55,Predicted,1.0,0
25.3,53.95,Predicted,0.0,1
25.400000000000002,0.8500000000000001,Predicted,1.0,0
25.400000000000002,23.35,Predicted,1.0,0
25.400000000000002,27.55,Predicted,0.0,1
25.400000000000002,47.75,Predicted,1.0,0
25.400000000000002,54.150000000000006,Predicted,0.0,0
25.5,0.8500000000000001,Predicted,1.0,0
25.5,23.450000000000003,Predicted,1.0,1
25.5,27.55,Predicted,0.0,1
25.5,47.95,Predicted,1.0,0
25.5,54.35000000000001,Predicted,0.0,0
25.6,0.8500000000000001,Predicted,1.0,0
25.6,23.55,Predicted,1.0,0
25.6,27.650000000000002,Predicted,0.0,1
25.6,48.150000000000006,Predicted,1.0,1
25.6,54.55,Predicted,0.0,1
25.700000000000003,0.8500000000000001,Predicted,1.0,0
25.700000000000003,23.650000000000002,Predicted,1.0,0
25.700000000000003,27.75,Predicted,0.0,1
25.700000000000003,48.35000000000001,Predicted,1.0,1
25.700000000000003,54.75,Predicted,0.0,1
25.8,0.8500000000000001,Predicted,1.0,0
25.8,23.75,Predicted,1.0,0
25.8,27.85,Predicted,0.0,1
25.8,48.55,Predicted,1.0,0
25.8,54.95,Predicted,0.0,1
25.900000000000002,0.8500000000000001,Predicted,1.0,0
25.900000000000002,23.85,Predicted,1.0,0
25.900000000000002,27.950000000000003,Predicted,0.0,0
25.900000000000002,48.75,Predicted,1.0,0
25.900000000000002,55.150000000000006,Predicted,0.0,0
26.0,0.8500000000000001,Predicted,1.0,0
26.0,23.950000000000003,Predicted,1.0,1
26.0,28.05,Predicted,0.0,1
26.0,48.95,Predicted,1.0,0
26.0,55.35000000000001,Predicted,0.0,0
26.1,0.8500000000000001,Predicted,1.0,0
26.1,24.05,Predicted,1.0,0
26.1,28.150000000000002,Predicted,0.0,1
26.1,49.150000000000006,Predicted,1.0,1
26.1,55.55,Predicted,0.0,1
26.200000000000003,0.8500000000000001,Predicted,1.0,0
26.200000000000003,24.150000000000002,Predicted,1.0,0
26.200000000000003,28.25,Predicted,0.0,1
26.200000000000003,49.35000000000001,Predicted,1.0,1
26.200000000000003,55.75,Predicted,0.0,1
26.3,0.8500000000000001,Predicted,1.0,0
26.3,24.25,Predicted,1.0,0
26.3,28.35,Predicted,0.0,1
26.3,49.55,Predicted,1.0,0
26.3,55.95,Predicted,0.0,1
26.400000000000002,0.8500000000000001,Predicted,1.0,0
26.400000000000002,24.35,Predicted,1.0,0
26.400000000000002,28.450000000000003,Predicted,0.0,0
26.400000000000002,49.75,Predicted,1.0,0
26.400000000000002,56.150000000000006,Predicted,0.0,0
26.5,0.8500000000000001,Predicted,1.0,0
26.5,24.450000000000003,Predicted,1.0,1
26.5,28.55,Predicted,0.0,1
26.5,49.95,Predicted,1.0,0
26.5,56.35000000000001,Predicted,0.0,0
26.6,0.8500000000000001,Predicted,1.0,0
26.6,24.55,Predicted,1.0,0
26.6,28.650000000000002,Predicted,0.0,1
26.6,50.150000000000006,Predicted,1.0,1
26.6,56.55,Predicted,0.0,1
26.700000000000003,0.8500000000000001,Predicted,1.0,0
26.700000000000003,24.650000000000002,Predicted,1.0,0
26.700000000000003,28.75,Predicted,0.0,1
26.700000000000003,50.35000000000001,Predicted,1.0,1
26.700000000000003,56.75,Predicted,0.0,1
26.8,0.8500000000000001,Predicted,1.0,0
26.8,24.75,Predicted,1.0,0
26.8,28.85,Predicted,0.0,1
26.8,50.55,Predicted,1.0,0
26.8,56.95,Predicted,0.0,1
26.900000000000002,0.8500000000000001,Predicted,1.0,0
26.900000000000002,24.85,Predicted,1.0,0
26.900000000000002,28.950000000000003,Predicted,0.0,0
26.900000000000002,50.75,Predicted,1.0,0
26.900000000000002,57.150000000000006,Predicted,0.0,0
27.0,0.75,Predicted,1.0,1
27.0,24.950000000000003,Predicted,1.0,1
27.0,29.05,Predicted,0.0,1
27.0,51.05,Predicted,1.0,0
27.0,57.35000000000001,Predicted,0.0,0
27.1,0.75,Predicted,1.0,1
27.1,25.05,Predicted,1.0,0
27.1,29.150000000000002,Predicted,0.0,1
27.1,51.25,Predicted,1.0,0
27.1,57.55,Predicted,0.0,1
27.200000000000003,0.75,Predicted,1.0,1
27.200000000000003,25.150000000000002,Predicted,1.0,0
27.200000000000003,29.25,Predicted,0.0,1
27.200000000000003,51.45,Predicted,1.0,0
27.200000000000003,57.75,Predicted,0.0,1
27.3,0.75,Predicted,1.0,1
27.3,25.25,Predicted,1.0,0
27.3,29.35,Predicted,0.0,1
27.3,51.650000000000006,Predicted,1.0,1
27.3,57.95,Predicted,0.0,1
27.400000000000002,0.75,Predicted,1.0,1
27.400000000000002,25.35,Predicted,1.0,0
27.400000000000002,29.450000000000003,Predicted,0.0,0
27.400000000000002,51.85000000000001,Predicted,1.0,1
27.400000000000002,58.150000000000006,Predicted,0.0,0
27.5,0.75,Predicted,1.0,1
27.5,25.450000000000003,Predicted,1.0,1
27.5,29.55,Predicted,0.0,1
27.5,52.05,Predicted,1.0,0
27.5,58.35000000000001,Predicted,0.0,0
27.6,0.75,Predicted,1.0,1
27.6,25.55,Predicted,1.0,0
27.6,29.650000000000002,Predicted,0.0,1
27.6,52.25,Predicted,1.0,0
27.6,58.55,Predicted,0.0,1
27.700000000000003,0.75,Predicted,1.0,1
27.700000000000003,25.650000000000002,Predicted,1.0,0
27.700000000000003,29.75,Predicted,0.0,1
27.700000000000003,52.45,Predicted,1.0,0
27.700000000000003,58.75,Predicted,0.0,1
27.8,0.75,Predicted,1.0,1
27.8,25.75,Predicted,1.0,0
27.8,29.85,Predicted,0.0,1
27.8,52.650000000000006,Predicted,1.0,1
27.8,58.95,Predicted,0.0,1
27.900000000000002,0.75,Predicted,1.0,1
27.900000000000002,25.85,Predicted,1.0,0
27.900000000000002,29.950000000000003,Predicted,0.0,0
27.900000000000002,52.85000000000001,Predicted,1.0,1
27.900000000000002,59.150000000000006,Predicted,0.0,0
28.0,0.75,Predicted,1.0,1
28.0,25.950000000000003,Predicted,1.0,1
28.0,30.05,Predicted,0.0,1
28.0,53.05,Predicted,1.0,0
28.0,59.25,Predicted,0.0,1
28.1,0.75,Predicted,1.0,1
28.1,26.05,Predicted,1.0,0
28.1,30.150000000000002,Predicted,0.0,1
28.1,53.25,Predicted,1.0,0
28.1,59.45,Predicted,0.0,1
28.200000000000003,0.75,Predicted,1.0,1
28.200000000000003,26.150000000000002,Predicted,1.0,0
28.200000000000003,30.25,Predicted,0.0,1
28.200000000000003,53.45,Predicted,1.0,0
28.200000000000003,59.650000000000006,Predicted,0.0,0
28.3,0.75,Predicted,1.0,1
28.3,26.25,Predicted,1.0,0
28.3,30.35,Predicted,0.0,1
28.3,53.650000000000006,Predicted,0.0,1
28.3,59.85000000000001,Predicted,0.0,0
28.400000000000002,0.75,Predicted,1.0,1
28.400000000000002,26.35,Predicted,1.0,0
28.400000000000002,30.450000000000003,Predicted,0.0,0
28.400000000000002,53.85000000000001,Predicted,0.0,1
28.400000000000002,60.05,Predicted,0.0,1
28.5,0.75,Predicted,1.0,1
28.5,26.450000000000003,Predicted,1.0,1
28.5,30.55,Predicted,0.0,1
28.5,54.05,Predicted,0.0,0
28.5,60.25,Predicted,0.0,1
28.6,0.75,Predicted,1.0,1
28.6,26.55,Predicted,1.0,0
28.6,30.650000000000002,Predicted,0.0,1
28.6,54.25,Predicted,0.0,0
28.6,60.45,Predicted,0.0,1
28.700000000000003,0.75,Predicted,1.0,1
28.700000000000003,26.650000000000002,Predicted,1.0,0
28.700000000000003,30.650000000000002,Predicted,0.0,1
28.700000000000003,54.45,Predicted,0.0,0
28.700000000000003,60.650000000000006,Predicted,0.0,0
28.8,0.6500000000000001,Predicted,1.0,0
28.8,26.75,Predicted,1.0,0
28.8,30.75,Predicted,0.0,1
28.8,54.650000000000006,Predicted,0.0,1
28.8,60.85000000000001,Predicted,0.0,0
