Ubar,Mubar,Actual_Phase,Predicted_Phase,Type
2.3000000000000003,14.250000000000004,0.0,0,Actual
2.4000000000000004,-1.0499999999999998,0.0,1,Actual
2.4000000000000004,14.650000000000002,1.0,0,Actual
2.5,-1.0499999999999998,0.0,1,Actual
2.5,15.05,0.0,0,Actual
2.6,-1.0499999999999998,0.0,1,Actual
2.6,15.450000000000001,1.0,0,Actual
2.7,-1.0499999999999998,0.0,1,Actual
2.7,15.850000000000001,1.0,0,Actual
2.8000000000000003,-1.0499999999999998,0.0,1,Actual
2.8000000000000003,16.25,1.0,0,Actual
2.9000000000000004,-1.0499999999999998,0.0,1,Actual
2.9000000000000004,16.650000000000002,1.0,0,Actual
3.0,-1.0499999999999998,0.0,1,Actual
3.0,17.05,1.0,0,Actual
3.1,-1.0499999999999998,0.0,1,Actual
3.1,17.450000000000003,0.0,0,Actual
3.2,-1.0499999999999998,0.0,1,Actual
3.2,17.85,1.0,0,Actual
3.3000000000000003,-1.0499999999999998,0.0,1,Actual
3.3000000000000003,18.25,1.0,0,Actual
3.4000000000000004,-1.0499999999999998,0.0,1,Actual
3.4000000000000004,18.650000000000002,1.0,0,Actual
3.5,-1.0499999999999998,0.0,1,Actual
3.5,19.05,1.0,0,Actual
3.6,-1.0499999999999998,0.0,1,Actual
3.6,19.45,1.0,0,Actual
3.7,-1.0499999999999998,0.0,1,Actual
3.7,19.85,0.0,0,Actual
3.8,-1.0499999999999998,0.0,1,Actual
3.8,20.25,1.0,0,Actual
3.9,-1.0499999999999998,0.0,1,Actual
3.9,20.650000000000002,1.0,0,Actual
4.0,-1.0499999999999998,0.0,1,Actual
4.0,21.05,1.0,0,Actual
4.1000000000000005,-1.0499999999999998,0.0,1,Actual
4.1000000000000005,21.45,1.0,0,Actual
4.2,-1.0499999999999998,0.0,1,Actual
4.2,21.85,0.0,0,Actual
4.3,-1.0499999999999998,0.0,1,Actual
4.3,22.25,1.0,0,Actual
4.4,-1.0499999999999998,0.0,1,Actual
4.4,22.650000000000002,1.0,0,Actual
4.5,-1.0499999999999998,0.0,1,Actual
4.5,23.05,1.0,0,Actual
4.6000000000000005,-1.0499999999999998,0.0,1,Actual
4.6000000000000005,23.45,1.0,0,Actual
4.7,-1.0499999999999998,0.0,1,Actual
4.7,23.85,0.0,0,Actual
4.800000000000001,-1.0499999999999998,0.0,1,Actual
4.800000000000001,24.25,1.0,0,Actual
4.9,-1.0499999999999998,0.0,1,Actual
4.9,24.650000000000002,1.0,0,Actual
5.0,-1.0499999999999998,0.0,1,Actual
5.0,25.05,1.0,0,Actual
5.1000000000000005,-1.0499999999999998,0.0,1,Actual
5.1000000000000005,25.45,1.0,0,Actual
5.2,-1.0499999999999998,0.0,1,Actual
5.2,25.85,0.0,0,Actual
5.300000000000001,-1.0499999999999998,0.0,1,Actual
5.300000000000001,26.25,1.0,0,Actual
5.4,-1.0499999999999998,0.0,1,Actual
5.4,26.650000000000002,1.0,0,Actual
5.5,-1.0499999999999998,0.0,1,Actual
5.5,27.05,1.0,0,Actual
5.6000000000000005,-1.0499999999999998,0.0,1,Actual
5.6000000000000005,27.45,1.0,0,Actual
5.7,-1.0499999999999998,0.0,1,Actual
5.7,27.85,1.0,0,Actual
5.800000000000001,-1.0499999999999998,0.0,1,Actual
5.800000000000001,28.250000000000004,1.0,0,Actual
5.9,-1.0499999999999998,0.0,1,Actual
5.9,2.1500000000000004,1.0,0,Actual
5.9,2.7500000000000004,0.0,1,Actual
5.9,28.650000000000002,1.0,0,Actual
6.0,-1.0499999999999998,0.0,1,Actual
6.0,2.0500000000000003,1.0,0,Actual
6.0,2.95,0.0,1,Actual
6.0,29.05,1.0,0,Actual
6.1000000000000005,-1.0499999999999998,0.0,1,Actual
6.1000000000000005,1.9500000000000002,1.0,0,Actual
6.1000000000000005,3.1500000000000004,0.0,1,Actual
6.1000000000000005,29.45,1.0,0,Actual
6.2,-1.0499999999999998,0.0,1,Actual
6.2,1.8500000000000005,1.0,0,Actual
6.2,3.3500000000000005,0.0,1,Actual
6.2,29.85,1.0,0,Actual
6.300000000000001,-1.0499999999999998,0.0,1,Actual
6.300000000000001,1.8500000000000005,1.0,0,Actual
6.300000000000001,3.45,0.0,1,Actual
6.300000000000001,30.250000000000004,1.0,0,Actual
6.4,-1.0499999999999998,0.0,1,Actual
6.4,1.7500000000000004,1.0,0,Actual
6.4,3.6500000000000004,0.0,1,Actual
6.4,30.650000000000002,1.0,0,Actual
6.5,-1.0499999999999998,0.0,1,Actual
6.5,1.7500000000000004,1.0,0,Actual
6.5,3.750000000000001,0.0,1,Actual
6.5,31.05,1.0,0,Actual
6.6000000000000005,-1.0499999999999998,0.0,1,Actual
6.6000000000000005,1.6500000000000004,0.0,0,Actual
6.6000000000000005,3.95,1.0,1,Actual
6.6000000000000005,31.45,1.0,0,Actual
6.7,-1.0499999999999998,0.0,1,Actual
6.7,1.6500000000000004,0.0,0,Actual
6.7,4.05,0.0,1,Actual
6.7,31.85,1.0,0,Actual
6.800000000000001,-1.0499999999999998,0.0,1,Actual
6.800000000000001,1.6500000000000004,0.0,0,Actual
6.800000000000001,4.15,0.0,1,Actual
6.800000000000001,32.25,1.0,0,Actual
6.9,-1.0499999999999998,0.0,1,Actual
6.9,1.6500000000000004,0.0,0,Actual
6.9,4.250000000000001,0.0,1,Actual
6.9,32.650000000000006,0.0,0,Actual
7.0,-1.0499999999999998,0.0,1,Actual
7.0,1.5500000000000003,0.0,0,Actual
7.0,4.45,0.0,1,Actual
7.0,33.05,1.0,0,Actual
7.1000000000000005,-1.0499999999999998,0.0,1,Actual
7.1000000000000005,1.5500000000000003,0.0,0,Actual
7.1000000000000005,4.550000000000001,0.0,1,Actual
7.1000000000000005,33.45,1.0,0,Actual
7.2,-1.0499999999999998,0.0,1,Actual
7.2,1.5500000000000003,0.0,0,Actual
7.2,4.650000000000001,0.0,1,Actual
7.2,33.85000000000001,0.0,0,Actual
7.300000000000001,-1.0499999999999998,0.0,1,Actual
7.300000000000001,1.5500000000000003,0.0,0,Actual
7.300000000000001,4.750000000000001,0.0,1,Actual
7.300000000000001,34.25,1.0,0,Actual
7.4,-1.0499999999999998,0.0,1,Actual
7.4,1.5500000000000003,0.0,0,Actual
7.4,4.8500000000000005,0.0,1,Actual
7.4,34.650000000000006,0.0,0,Actual
7.5,-1.0499999999999998,0.0,1,Actual
7.5,1.5500000000000003,0.0,0,Actual
7.5,4.95,0.0,1,Actual
7.5,35.05,1.0,0,Actual
7.6,-1.0499999999999998,0.0,1,Actual
7.6,1.4500000000000002,1.0,0,Actual
7.6,5.150000000000001,0.0,1,Actual
7.6,35.45,1.0,0,Actual
7.7,-1.0499999999999998,0.0,1,Actual
7.7,1.4500000000000002,1.0,0,Actual
7.7,5.250000000000001,0.0,1,Actual
7.7,35.85000000000001,0.0,0,Actual
7.800000000000001,-1.0499999999999998,0.0,1,Actual
7.800000000000001,1.4500000000000002,1.0,0,Actual
7.800000000000001,5.3500000000000005,0.0,1,Actual
7.800000000000001,36.25,1.0,0,Actual
7.9,-1.0499999999999998,0.0,1,Actual
7.9,1.4500000000000002,1.0,0,Actual
7.9,5.45,0.0,1,Actual
7.9,36.650000000000006,0.0,0,Actual
8.0,-1.0499999999999998,0.0,1,Actual
8.0,1.4500000000000002,1.0,0,Actual
8.0,5.550000000000001,0.0,1,Actual
8.0,37.05,1.0,0,Actual
8.1,-1.0499999999999998,0.0,1,Actual
8.1,1.4500000000000002,1.0,0,Actual
8.1,5.650000000000001,0.0,1,Actual
8.1,37.45,1.0,0,Actual
8.200000000000001,-1.0499999999999998,0.0,1,Actual
8.200000000000001,1.4500000000000002,1.0,0,Actual
8.200000000000001,5.750000000000001,0.0,1,Actual
8.200000000000001,37.85,1.0,0,Actual
8.3,-1.0499999999999998,0.0,1,Actual
8.3,1.4500000000000002,1.0,0,Actual
8.3,5.8500000000000005,0.0,1,Actual
8.3,38.25,1.0,0,Actual
8.4,-1.0499999999999998,0.0,1,Actual
8.4,1.4500000000000002,1.0,0,Actual
8.4,5.95,0.0,1,Actual
8.4,38.650000000000006,0.0,0,Actual
8.5,-1.0499999999999998,0.0,1,Actual
8.5,1.3500000000000005,1.0,0,Actual
8.5,6.150000000000001,0.0,1,Actual
8.5,39.05,1.0,0,Actual
8.6,-1.0499999999999998,0.0,1,Actual
8.6,1.3500000000000005,1.0,0,Actual
8.6,6.250000000000001,0.0,1,Actual
8.6,39.45,1.0,0,Actual
8.700000000000001,-1.0499999999999998,0.0,1,Actual
8.700000000000001,1.3500000000000005,1.0,0,Actual
8.700000000000001,6.3500000000000005,0.0,1,Actual
8.700000000000001,39.85,1.0,0,Actual
8.8,-1.0499999999999998,0.0,1,Actual
8.8,1.3500000000000005,1.0,0,Actual
8.8,6.45,0.0,1,Actual
8.8,40.25,1.0,0,Actual
8.9,-1.0499999999999998,0.0,1,Actual
8.9,1.3500000000000005,1.0,0,Actual
8.9,6.550000000000001,0.0,1,Actual
8.9,40.650000000000006,0.0,0,Actual
9.0,-1.0499999999999998,0.0,1,Actual
9.0,1.3500000000000005,1.0,0,Actual
9.0,6.650000000000001,0.0,1,Actual
9.0,41.05,1.0,0,Actual
9.1,-1.0499999999999998,0.0,1,Actual
9.1,1.3500000000000005,1.0,0,Actual
9.1,6.750000000000001,0.0,1,Actual
9.1,41.45,1.0,0,Actual
9.2,-1.0499999999999998,0.0,1,Actual
9.2,1.3500000000000005,1.0,0,Actual
9.2,6.8500000000000005,0.0,1,Actual
9.2,41.85,1.0,0,Actual
9.3,-1.0499999999999998,0.0,1,Actual
9.3,1.3500000000000005,1.0,0,Actual
9.3,6.95,0.0,1,Actual
9.3,42.25,1.0,0,Actual
9.4,-1.0499999999999998,0.0,1,Actual
9.4,1.3500000000000005,1.0,0,Actual
9.4,7.050000000000001,0.0,1,Actual
9.4,42.650000000000006,0.0,0,Actual
9.5,-1.0499999999999998,0.0,1,Actual
9.5,1.3500000000000005,1.0,0,Actual
9.5,7.150000000000001,0.0,1,Actual
9.5,43.05,1.0,0,Actual
9.6,-1.0499999999999998,0.0,1,Actual
9.6,1.3500000000000005,1.0,0,Actual
9.6,7.250000000000001,0.0,1,Actual
9.6,43.45,1.0,0,Actual
9.7,-1.0499999999999998,0.0,1,Actual
9.7,1.3500000000000005,1.0,0,Actual
9.7,7.3500000000000005,0.0,1,Actual
9.7,43.85,1.0,0,Actual
9.8,-1.0499999999999998,0.0,1,Actual
9.8,1.3500000000000005,1.0,0,Actual
9.8,7.45,0.0,1,Actual
9.8,44.25,1.0,0,Actual
9.9,-1.0499999999999998,0.0,1,Actual
9.9,1.3500000000000005,1.0,0,Actual
9.9,7.550000000000001,0.0,1,Actual
9.9,44.650000000000006,0.0,0,Actual
10.0,-1.0499999999999998,0.0,1,Actual
10.0,1.3500000000000005,1.0,0,Actual
10.0,7.650000000000001,0.0,1,Actual
10.0,14.05,0.0,1,Actual
10.0,14.950000000000001,0.0,1,Actual
10.0,45.05,1.0,0,Actual
10.1,-1.0499999999999998,0.0,1,Actual
10.1,1.2500000000000004,1.0,0,Actual
10.1,7.8500000000000005,0.0,1,Actual
10.1,13.950000000000001,1.0,1,Actual
10.1,15.350000000000001,0.0,1,Actual
10.1,45.45,1.0,0,Actual
10.2,-1.0499999999999998,0.0,1,Actual
10.2,1.2500000000000004,1.0,0,Actual
10.2,7.95,0.0,1,Actual
10.2,13.950000000000001,1.0,0,Actual
10.2,15.650000000000002,0.0,1,Actual
10.2,45.85,1.0,0,Actual
10.3,-1.0499999999999998,0.0,1,Actual
10.3,1.2500000000000004,1.0,0,Actual
10.3,8.05,0.0,1,Actual
10.3,13.950000000000001,1.0,0,Actual
10.3,15.950000000000001,0.0,1,Actual
10.3,46.25,1.0,0,Actual
10.4,-1.0499999999999998,0.0,1,Actual
10.4,1.2500000000000004,1.0,0,Actual
10.4,8.150000000000002,1.0,1,Actual
10.4,13.950000000000001,1.0,0,Actual
10.4,16.25,0.0,1,Actual
10.4,46.650000000000006,0.0,0,Actual
10.5,-1.0499999999999998,0.0,1,Actual
10.5,1.2500000000000004,1.0,0,Actual
10.5,8.25,0.0,1,Actual
10.5,14.05,0.0,0,Actual
10.5,16.450000000000003,1.0,1,Actual
10.5,47.05,1.0,0,Actual
10.6,-1.0499999999999998,0.0,1,Actual
10.6,1.2500000000000004,1.0,0,Actual
10.6,8.350000000000001,1.0,1,Actual
10.6,14.05,0.0,0,Actual
10.6,16.75,0.0,1,Actual
10.6,47.45,1.0,0,Actual
10.7,-1.0499999999999998,0.0,1,Actual
10.7,1.2500000000000004,1.0,0,Actual
10.7,8.45,0.0,1,Actual
10.7,14.150000000000002,1.0,0,Actual
10.7,16.950000000000003,1.0,1,Actual
10.7,47.85,1.0,0,Actual
10.8,-1.0499999999999998,0.0,1,Actual
10.8,1.2500000000000004,1.0,0,Actual
10.8,8.55,0.0,1,Actual
10.8,14.150000000000002,1.0,0,Actual
10.8,17.25,0.0,1,Actual
10.8,48.25,1.0,0,Actual
10.9,-1.0499999999999998,0.0,1,Actual
10.9,1.2500000000000004,1.0,0,Actual
10.9,8.650000000000002,1.0,1,Actual
10.9,14.250000000000004,0.0,0,Actual
10.9,17.450000000000003,1.0,1,Actual
10.9,48.650000000000006,0.0,0,Actual
11.0,-1.0499999999999998,0.0,1,Actual
11.0,1.2500000000000004,1.0,0,Actual
11.0,8.75,0.0,1,Actual
11.0,14.250000000000004,0.0,0,Actual
11.0,17.75,0.0,1,Actual
11.0,49.05,1.0,0,Actual
11.1,-1.0499999999999998,0.0,1,Actual
11.1,1.2500000000000004,1.0,0,Actual
11.1,8.850000000000001,1.0,1,Actual
11.1,14.350000000000001,1.0,0,Actual
11.1,17.950000000000003,1.0,1,Actual
11.1,49.45,1.0,0,Actual
11.2,-1.0499999999999998,0.0,1,Actual
11.2,1.2500000000000004,1.0,0,Actual
11.2,8.95,0.0,1,Actual
11.2,14.450000000000001,1.0,0,Actual
11.2,18.150000000000002,0.0,1,Actual
11.2,49.85,1.0,0,Actual
11.3,-1.0499999999999998,0.0,1,Actual
11.3,1.2500000000000004,1.0,0,Actual
11.3,9.05,1.0,1,Actual
11.3,14.450000000000001,1.0,0,Actual
11.3,18.45,0.0,1,Actual
11.3,50.25,1.0,0,Actual
11.4,-1.0499999999999998,0.0,1,Actual
11.4,1.2500000000000004,1.0,0,Actual
11.4,9.149999999999999,0.0,1,Actual
11.4,14.55,0.0,0,Actual
11.4,18.650000000000002,0.0,1,Actual
11.4,50.650000000000006,0.0,0,Actual
11.5,-1.0499999999999998,0.0,1,Actual
11.5,1.2500000000000004,1.0,0,Actual
11.5,9.25,0.0,1,Actual
11.5,14.650000000000002,1.0,0,Actual
11.5,18.85,1.0,1,Actual
11.5,51.05,1.0,0,Actual
11.6,-1.0499999999999998,0.0,1,Actual
11.6,1.2500000000000004,1.0,0,Actual
11.6,9.350000000000001,1.0,1,Actual
11.6,14.650000000000002,1.0,0,Actual
11.6,19.150000000000002,0.0,1,Actual
11.6,51.45,1.0,0,Actual
11.7,-1.0499999999999998,0.0,1,Actual
11.7,1.2500000000000004,1.0,0,Actual
11.7,9.45,0.0,1,Actual
11.7,14.750000000000004,0.0,0,Actual
11.7,19.35,1.0,1,Actual
11.7,51.85,1.0,0,Actual
11.8,-1.0499999999999998,0.0,1,Actual
11.8,1.2500000000000004,1.0,0,Actual
11.8,9.55,1.0,1,Actual
11.8,14.850000000000001,1.0,0,Actual
11.8,19.55,0.0,1,Actual
11.8,52.25,1.0,0,Actual
11.9,-1.0499999999999998,0.0,1,Actual
11.9,1.2500000000000004,1.0,0,Actual
11.9,9.649999999999999,0.0,1,Actual
11.9,14.950000000000001,1.0,0,Actual
11.9,19.75,0.0,1,Actual
11.9,52.650000000000006,0.0,0,Actual
12.0,-1.0499999999999998,0.0,1,Actual
12.0,1.2500000000000004,1.0,0,Actual
12.0,9.75,0.0,0,Actual
12.0,15.05,0.0,0,Actual
12.0,19.95,0.0,1,Actual
12.0,53.05,1.0,0,Actual
12.1,-1.0499999999999998,0.0,1,Actual
12.1,1.2500000000000004,1.0,0,Actual
12.1,9.850000000000001,1.0,1,Actual
12.1,15.05,0.0,0,Actual
12.1,20.25,0.0,1,Actual
12.1,53.45,1.0,0,Actual
12.2,-1.0499999999999998,0.0,1,Actual
12.2,1.2500000000000004,1.0,0,Actual
12.2,9.95,0.0,0,Actual
12.2,15.150000000000002,1.0,0,Actual
12.2,20.45,0.0,1,Actual
12.2,53.85,1.0,0,Actual
12.3,-1.0499999999999998,0.0,1,Actual
12.3,1.2500000000000004,1.0,0,Actual
12.3,10.05,1.0,0,Actual
12.3,15.250000000000004,0.0,0,Actual
12.3,20.650000000000002,0.0,1,Actual
12.3,54.25,1.0,0,Actual
12.4,-1.0499999999999998,0.0,1,Actual
12.4,1.2500000000000004,1.0,0,Actual
12.4,10.149999999999999,0.0,0,Actual
12.4,15.350000000000001,1.0,0,Actual
12.4,20.85,1.0,1,Actual
12.4,54.650000000000006,0.0,0,Actual
12.5,-1.0499999999999998,0.0,1,Actual
12.5,1.2500000000000004,1.0,0,Actual
12.5,10.25,0.0,0,Actual
12.5,15.450000000000001,1.0,0,Actual
12.5,21.05,0.0,1,Actual
12.5,55.05,1.0,0,Actual
12.6,-1.0499999999999998,0.0,1,Actual
12.6,1.2500000000000004,1.0,0,Actual
12.6,10.350000000000001,1.0,1,Actual
12.6,15.450000000000001,1.0,0,Actual
12.6,21.25,0.0,1,Actual
12.6,55.45,1.0,0,Actual
12.7,-1.0499999999999998,0.0,1,Actual
12.7,1.2500000000000004,1.0,0,Actual
12.7,10.45,0.0,0,Actual
12.7,15.55,0.0,0,Actual
12.7,21.55,0.0,1,Actual
12.7,55.85,1.0,0,Actual
12.8,-1.0499999999999998,0.0,1,Actual
12.8,1.2500000000000004,1.0,0,Actual
12.8,10.55,1.0,0,Actual
12.8,15.650000000000002,1.0,0,Actual
12.8,21.75,0.0,1,Actual
12.8,56.25,1.0,0,Actual
12.9,-1.0499999999999998,0.0,1,Actual
12.9,1.2500000000000004,1.0,0,Actual
12.9,10.649999999999999,0.0,0,Actual
12.9,15.750000000000004,0.0,0,Actual
12.9,21.95,0.0,1,Actual
12.9,56.650000000000006,0.0,0,Actual
13.0,-1.0499999999999998,0.0,1,Actual
13.0,1.2500000000000004,1.0,0,Actual
13.0,10.75,0.0,0,Actual
13.0,15.850000000000001,1.0,0,Actual
13.0,22.150000000000002,0.0,1,Actual
13.0,57.05,1.0,0,Actual
13.1,-1.0499999999999998,0.0,1,Actual
13.1,1.2500000000000004,1.0,0,Actual
13.1,10.850000000000001,1.0,1,Actual
13.1,15.950000000000001,1.0,0,Actual
13.1,22.35,1.0,1,Actual
13.1,57.45,1.0,0,Actual
13.2,-1.0499999999999998,0.0,1,Actual
13.2,1.2500000000000004,1.0,0,Actual
13.2,10.95,0.0,0,Actual
13.2,16.05,1.0,0,Actual
13.2,22.55,0.0,1,Actual
13.2,57.85,1.0,0,Actual
13.3,-1.0499999999999998,0.0,1,Actual
13.3,1.1500000000000004,0.0,1,Actual
13.3,11.05,1.0,0,Actual
13.3,16.150000000000002,1.0,0,Actual
13.3,22.75,0.0,1,Actual
13.3,58.25,1.0,0,Actual
13.4,-1.0499999999999998,0.0,1,Actual
13.4,1.1500000000000004,0.0,1,Actual
13.4,11.25,0.0,1,Actual
13.4,16.150000000000002,1.0,0,Actual
13.4,23.05,0.0,1,Actual
13.4,58.650000000000006,0.0,0,Actual
13.5,-1.0499999999999998,0.0,1,Actual
13.5,1.1500000000000004,0.0,1,Actual
13.5,11.350000000000001,0.0,1,Actual
13.5,16.25,1.0,0,Actual
13.5,23.25,0.0,1,Actual
13.5,59.050000000000004,1.0,0,Actual
13.6,-1.0499999999999998,0.0,1,Actual
13.6,1.1500000000000004,0.0,1,Actual
13.6,11.450000000000001,0.0,1,Actual
13.6,16.35,1.0,0,Actual
13.6,23.45,0.0,1,Actual
13.6,59.45,1.0,0,Actual
13.7,-1.0499999999999998,0.0,1,Actual
13.7,1.1500000000000004,0.0,1,Actual
13.7,11.55,1.0,1,Actual
13.7,16.450000000000003,0.0,0,Actual
13.7,23.650000000000002,0.0,1,Actual
13.7,59.85,1.0,0,Actual
13.8,-1.0499999999999998,0.0,1,Actual
13.8,1.1500000000000004,0.0,1,Actual
13.8,11.649999999999999,0.0,1,Actual
13.8,16.55,1.0,0,Actual
13.8,23.85,1.0,1,Actual
13.9,-1.0499999999999998,0.0,1,Actual
13.9,1.1500000000000004,0.0,1,Actual
13.9,11.75,0.0,1,Actual
13.9,16.650000000000002,1.0,0,Actual
13.9,24.05,0.0,1,Actual
14.0,-1.0499999999999998,0.0,1,Actual
14.0,1.1500000000000004,0.0,1,Actual
14.0,11.850000000000001,0.0,1,Actual
14.0,16.75,1.0,0,Actual
14.0,24.25,0.0,1,Actual
14.0,34.05,1.0,0,Actual
14.0,34.95,0.0,0,Actual
14.1,-1.0499999999999998,0.0,1,Actual
14.1,1.1500000000000004,0.0,1,Actual
14.1,11.950000000000001,0.0,1,Actual
14.1,16.85,1.0,0,Actual
14.1,24.45,0.0,1,Actual
14.1,34.05,1.0,0,Actual
14.1,35.45,0.0,0,Actual
14.2,-1.0499999999999998,0.0,1,Actual
14.2,1.1500000000000004,0.0,1,Actual
14.2,12.05,1.0,1,Actual
14.2,16.950000000000003,0.0,0,Actual
14.2,24.650000000000002,0.0,1,Actual
14.2,34.05,1.0,0,Actual
14.2,35.95,0.0,0,Actual
14.3,-1.0499999999999998,0.0,1,Actual
14.3,1.1500000000000004,0.0,1,Actual
14.3,12.149999999999999,0.0,1,Actual
14.3,17.05,1.0,0,Actual
14.3,24.85,1.0,1,Actual
14.3,34.150000000000006,0.0,0,Actual
14.3,36.35,0.0,0,Actual
14.4,-1.0499999999999998,0.0,1,Actual
14.4,1.1500000000000004,0.0,1,Actual
14.4,12.25,0.0,1,Actual
14.4,17.05,1.0,0,Actual
14.4,25.150000000000002,0.0,1,Actual
14.4,34.25,1.0,0,Actual
14.4,36.75,0.0,0,Actual
14.5,-1.0499999999999998,0.0,1,Actual
14.5,1.1500000000000004,0.0,1,Actual
14.5,12.350000000000001,0.0,1,Actual
14.5,17.150000000000002,1.0,0,Actual
14.5,25.35,1.0,1,Actual
14.5,34.35000000000001,0.0,0,Actual
14.5,37.150000000000006,1.0,0,Actual
14.6,-1.0499999999999998,0.0,1,Actual
14.6,1.1500000000000004,0.0,1,Actual
14.6,12.450000000000001,0.0,1,Actual
14.6,17.25,1.0,0,Actual
14.6,25.55,0.0,1,Actual
14.6,34.45,1.0,0,Actual
14.6,37.55,0.0,0,Actual
14.7,-1.0499999999999998,0.0,1,Actual
14.7,1.1500000000000004,0.0,1,Actual
14.7,12.55,1.0,0,Actual
14.7,17.35,1.0,0,Actual
14.7,25.75,0.0,1,Actual
14.7,34.55,1.0,0,Actual
14.7,37.95,0.0,0,Actual
14.8,-1.0499999999999998,0.0,1,Actual
14.8,1.1500000000000004,0.0,1,Actual
14.8,12.649999999999999,0.0,0,Actual
14.8,17.450000000000003,0.0,0,Actual
14.8,25.95,0.0,1,Actual
14.8,34.75,1.0,0,Actual
14.8,38.25,0.0,0,Actual
14.9,-1.0499999999999998,0.0,1,Actual
14.9,1.1500000000000004,0.0,1,Actual
14.9,12.75,0.0,0,Actual
14.9,17.55,1.0,0,Actual
14.9,26.150000000000002,0.0,1,Actual
14.9,34.85000000000001,0.0,0,Actual
14.9,38.650000000000006,1.0,0,Actual
15.0,-1.0499999999999998,0.0,1,Actual
15.0,1.1500000000000004,0.0,1,Actual
15.0,12.850000000000001,0.0,1,Actual
15.0,17.650000000000002,1.0,0,Actual
15.0,26.35,1.0,1,Actual
15.0,35.05,1.0,0,Actual
15.0,38.95,0.0,0,Actual
15.1,-1.0499999999999998,0.0,1,Actual
15.1,1.1500000000000004,0.0,1,Actual
15.1,12.950000000000001,0.0,1,Actual
15.1,17.75,1.0,0,Actual
15.1,26.55,0.0,1,Actual
15.1,35.150000000000006,0.0,0,Actual
15.1,39.35,0.0,0,Actual
15.2,-1.0499999999999998,0.0,1,Actual
15.2,1.1500000000000004,0.0,1,Actual
15.2,13.05,1.0,0,Actual
15.2,17.85,1.0,0,Actual
15.2,26.75,0.0,1,Actual
15.2,35.35000000000001,0.0,0,Actual
15.2,39.650000000000006,1.0,0,Actual
15.3,-1.0499999999999998,0.0,1,Actual
15.3,1.1500000000000004,0.0,1,Actual
15.3,13.149999999999999,0.0,0,Actual
15.3,17.950000000000003,0.0,0,Actual
15.3,26.95,0.0,1,Actual
15.3,35.45,1.0,0,Actual
15.3,40.05,0.0,0,Actual
15.4,-1.0499999999999998,0.0,1,Actual
15.4,1.1500000000000004,0.0,1,Actual
15.4,13.25,0.0,0,Actual
15.4,18.05,1.0,0,Actual
15.4,27.150000000000002,0.0,1,Actual
15.4,35.650000000000006,0.0,0,Actual
15.4,40.35,0.0,0,Actual
15.5,-1.0499999999999998,0.0,1,Actual
15.5,1.1500000000000004,0.0,1,Actual
15.5,13.350000000000001,0.0,1,Actual
15.5,18.150000000000002,1.0,0,Actual
15.5,27.35,0.0,1,Actual
15.5,35.75,1.0,1,Actual
15.5,40.75,0.0,0,Actual
15.6,-1.0499999999999998,0.0,1,Actual
15.6,1.1500000000000004,0.0,1,Actual
15.6,13.450000000000001,0.0,1,Actual
15.6,18.25,1.0,0,Actual
15.6,27.55,0.0,1,Actual
15.6,35.95,1.0,0,Actual
15.6,41.05,0.0,0,Actual
