Ubar,Mubar,Type,Actual_Phase,Predicted_Phase
4.6000000000000005,23.150000000000002,Predicted,1.0,1
4.7,23.55,Predicted,1.0,1
4.800000000000001,23.950000000000003,Predicted,1.0,0
4.9,24.35,Predicted,1.0,1
5.0,24.75,Predicted,1.0,1
5.1000000000000005,25.150000000000002,Predicted,1.0,1
5.2,25.55,Predicted,1.0,1
5.300000000000001,25.950000000000003,Predicted,1.0,0
5.4,26.35,Predicted,1.0,1
5.5,26.75,Predicted,1.0,1
5.6000000000000005,27.150000000000002,Predicted,1.0,1
5.7,27.55,Predicted,1.0,1
5.800000000000001,2.05,Predicted,1.0,1
5.800000000000001,27.950000000000003,Predicted,1.0,0
5.9,1.75,Predicted,1.0,1
5.9,2.45,Predicted,0.0,0
5.9,28.35,Predicted,1.0,1
6.0,1.75,Predicted,1.0,1
6.0,2.6500000000000004,Predicted,0.0,1
6.0,28.85,Predicted,1.0,1
6.1000000000000005,1.6500000000000001,Predicted,1.0,1
6.1000000000000005,2.8500000000000005,Predicted,0.0,1
6.1000000000000005,29.25,Predicted,1.0,1
6.2,1.6500000000000001,Predicted,1.0,1
6.2,3.05,Predicted,0.0,0
6.2,29.650000000000002,Predicted,1.0,1
6.300000000000001,1.6500000000000001,Predicted,1.0,1
6.300000000000001,3.1500000000000004,Predicted,0.0,1
6.300000000000001,30.05,Predicted,1.0,1
6.4,1.6500000000000001,Predicted,1.0,1
6.4,3.3500000000000005,Predicted,0.0,1
6.4,30.450000000000003,Predicted,1.0,0
6.5,1.6500000000000001,Predicted,1.0,1
6.5,3.45,Predicted,0.0,0
6.5,30.85,Predicted,1.0,1
6.6000000000000005,1.55,Predicted,1.0,1
6.6000000000000005,3.6500000000000004,Predicted,0.0,1
6.6000000000000005,31.25,Predicted,1.0,1
6.7,1.55,Predicted,1.0,1
6.7,3.75,Predicted,0.0,0
6.7,31.650000000000002,Predicted,1.0,1
6.800000000000001,1.55,Predicted,1.0,1
6.800000000000001,3.95,Predicted,0.0,0
6.800000000000001,32.05,Predicted,1.0,1
6.9,1.55,Predicted,1.0,1
6.9,4.050000000000001,Predicted,0.0,1
6.9,32.45,Predicted,1.0,0
7.0,1.55,Predicted,1.0,1
7.0,4.25,Predicted,0.0,0
7.0,32.85,Predicted,1.0,1
7.1000000000000005,1.55,Predicted,1.0,1
7.1000000000000005,4.35,Predicted,0.0,0
7.1000000000000005,33.25,Predicted,1.0,1
7.2,1.55,Predicted,1.0,1
7.2,4.45,Predicted,0.0,0
7.2,33.650000000000006,Predicted,1.0,0
7.300000000000001,1.4500000000000002,Predicted,1.0,0
7.300000000000001,4.550000000000001,Predicted,0.0,1
7.300000000000001,34.05,Predicted,1.0,1
7.4,1.4500000000000002,Predicted,1.0,0
7.4,4.75,Predicted,0.0,0
7.4,34.45,Predicted,1.0,0
7.5,1.4500000000000002,Predicted,1.0,0
7.5,4.8500000000000005,Predicted,0.0,0
7.5,34.85,Predicted,1.0,1
7.6000000000000005,1.4500000000000002,Predicted,1.0,0
7.6000000000000005,4.95,Predicted,0.0,0
7.6000000000000005,35.25,Predicted,1.0,1
7.7,1.4500000000000002,Predicted,1.0,0
7.7,5.050000000000001,Predicted,0.0,1
7.7,35.650000000000006,Predicted,1.0,0
7.800000000000001,1.4500000000000002,Predicted,1.0,0
7.800000000000001,5.15,Predicted,0.0,0
7.800000000000001,36.05,Predicted,1.0,1
7.9,1.4500000000000002,Predicted,1.0,0
7.9,5.25,Predicted,0.0,0
7.9,36.45,Predicted,1.0,0
8.0,1.4500000000000002,Predicted,1.0,0
8.0,5.3500000000000005,Predicted,0.0,0
8.0,36.85,Predicted,1.0,1
8.1,1.35,Predicted,1.0,1
8.1,5.45,Predicted,0.0,0
8.1,37.25,Predicted,1.0,1
8.200000000000001,1.35,Predicted,1.0,1
8.200000000000001,5.65,Predicted,0.0,0
8.200000000000001,37.650000000000006,Predicted,1.0,0
8.3,1.35,Predicted,1.0,1
8.3,5.75,Predicted,0.0,0
8.3,38.05,Predicted,1.0,1
8.4,1.35,Predicted,1.0,1
8.4,5.8500000000000005,Predicted,0.0,0
8.4,38.45,Predicted,1.0,1
8.5,1.35,Predicted,1.0,1
8.5,5.95,Predicted,0.0,0
8.5,38.85000000000001,Predicted,1.0,0
8.6,1.35,Predicted,1.0,1
8.6,6.050000000000001,Predicted,0.0,1
8.6,39.25,Predicted,1.0,1
8.700000000000001,1.35,Predicted,1.0,1
8.700000000000001,6.15,Predicted,0.0,0
8.700000000000001,39.650000000000006,Predicted,1.0,0
8.8,1.35,Predicted,1.0,1
8.8,6.25,Predicted,0.0,0
8.8,40.05,Predicted,1.0,1
8.9,1.35,Predicted,1.0,1
8.9,6.45,Predicted,0.0,0
8.9,40.45,Predicted,1.0,1
9.0,1.35,Predicted,1.0,1
9.0,6.550000000000001,Predicted,0.0,1
9.0,40.85000000000001,Predicted,1.0,0
9.1,1.35,Predicted,1.0,1
9.1,6.65,Predicted,0.0,0
9.1,41.25,Predicted,1.0,1
9.200000000000001,1.35,Predicted,1.0,1
9.200000000000001,6.75,Predicted,0.0,0
9.200000000000001,41.650000000000006,Predicted,1.0,0
9.3,1.35,Predicted,1.0,1
9.3,6.8500000000000005,Predicted,0.0,0
9.3,42.05,Predicted,1.0,1
9.4,1.35,Predicted,1.0,1
9.4,6.95,Predicted,0.0,0
9.4,42.45,Predicted,1.0,1
9.5,1.35,Predicted,1.0,1
9.5,7.050000000000001,Predicted,0.0,1
9.5,42.85000000000001,Predicted,1.0,0
9.600000000000001,1.25,Predicted,1.0,1
9.600000000000001,7.15,Predicted,0.0,0
9.600000000000001,43.150000000000006,Predicted,1.0,0
9.700000000000001,1.25,Predicted,1.0,1
9.700000000000001,7.25,Predicted,0.0,0
9.700000000000001,43.55,Predicted,1.0,1
9.8,1.25,Predicted,1.0,1
9.8,7.3500000000000005,Predicted,0.0,0
9.8,43.95,Predicted,1.0,1
9.9,1.25,Predicted,1.0,1
9.9,7.45,Predicted,0.0,0
9.9,44.35000000000001,Predicted,1.0,0
10.0,1.25,Predicted,1.0,1
10.0,7.65,Predicted,0.0,0
10.0,44.75,Predicted,1.0,1
10.100000000000001,1.25,Predicted,1.0,1
10.100000000000001,7.75,Predicted,0.0,0
10.100000000000001,14.150000000000002,Predicted,0.0,0
10.100000000000001,45.150000000000006,Predicted,1.0,0
10.200000000000001,1.25,Predicted,1.0,1
10.200000000000001,7.8500000000000005,Predicted,0.0,0
10.200000000000001,13.95,Predicted,1.0,1
10.200000000000001,15.350000000000001,Predicted,0.0,1
10.200000000000001,45.55,Predicted,1.0,1
10.3,1.25,Predicted,1.0,1
10.3,7.95,Predicted,0.0,0
10.3,13.850000000000001,Predicted,1.0,0
10.3,15.650000000000002,Predicted,0.0,1
10.3,45.95,Predicted,1.0,1
10.4,1.25,Predicted,1.0,1
10.4,8.05,Predicted,0.0,1
10.4,13.75,Predicted,1.0,1
10.4,15.95,Predicted,0.0,0
10.4,46.35000000000001,Predicted,1.0,0
10.5,1.25,Predicted,1.0,1
10.5,8.15,Predicted,0.0,0
10.5,13.75,Predicted,1.0,1
10.5,16.25,Predicted,0.0,0
10.5,46.75,Predicted,1.0,1
10.600000000000001,1.25,Predicted,1.0,1
10.600000000000001,8.25,Predicted,0.0,0
10.600000000000001,13.75,Predicted,1.0,1
10.600000000000001,16.450000000000003,Predicted,0.0,1
10.600000000000001,47.150000000000006,Predicted,1.0,0
10.700000000000001,1.25,Predicted,1.0,1
10.700000000000001,8.350000000000001,Predicted,0.0,1
10.700000000000001,13.850000000000001,Predicted,1.0,0
10.700000000000001,16.75,Predicted,0.0,0
10.700000000000001,47.55,Predicted,1.0,1
10.8,1.25,Predicted,1.0,1
10.8,8.45,Predicted,0.0,0
10.8,13.850000000000001,Predicted,1.0,0
10.8,17.05,Predicted,0.0,0
10.8,47.95,Predicted,1.0,1
10.9,1.25,Predicted,1.0,1
10.9,8.55,Predicted,0.0,1
10.9,13.95,Predicted,1.0,1
10.9,17.25,Predicted,0.0,0
10.9,48.35000000000001,Predicted,1.0,0
11.0,1.25,Predicted,1.0,1
11.0,8.65,Predicted,0.0,0
11.0,14.05,Predicted,1.0,1
11.0,17.450000000000003,Predicted,0.0,1
11.0,48.85000000000001,Predicted,1.0,0
11.100000000000001,1.25,Predicted,1.0,1
11.100000000000001,8.75,Predicted,0.0,0
11.100000000000001,14.05,Predicted,1.0,1
11.100000000000001,17.75,Predicted,0.0,0
11.100000000000001,49.25,Predicted,1.0,1
11.200000000000001,1.25,Predicted,1.0,1
11.200000000000001,8.850000000000001,Predicted,0.0,1
11.200000000000001,14.150000000000002,Predicted,1.0,0
11.200000000000001,17.950000000000003,Predicted,0.0,1
11.200000000000001,49.650000000000006,Predicted,1.0,0
11.3,1.25,Predicted,1.0,1
11.3,8.95,Predicted,0.0,0
11.3,14.25,Predicted,1.0,1
11.3,18.15,Predicted,0.0,0
11.3,50.05,Predicted,1.0,1
11.4,1.25,Predicted,1.0,1
11.4,9.05,Predicted,0.0,1
11.4,14.350000000000001,Predicted,1.0,0
11.4,18.450000000000003,Predicted,0.0,1
11.4,50.45,Predicted,1.0,1
11.5,1.25,Predicted,1.0,1
11.5,9.15,Predicted,0.0,0
11.5,14.350000000000001,Predicted,1.0,0
11.5,18.65,Predicted,0.0,0
11.5,50.85000000000001,Predicted,1.0,0
11.600000000000001,1.25,Predicted,1.0,1
11.600000000000001,9.25,Predicted,0.0,0
11.600000000000001,14.45,Predicted,1.0,1
11.600000000000001,18.85,Predicted,0.0,0
11.600000000000001,51.25,Predicted,1.0,1
11.700000000000001,1.25,Predicted,1.0,1
11.700000000000001,9.350000000000001,Predicted,0.0,1
11.700000000000001,14.55,Predicted,1.0,1
11.700000000000001,19.150000000000002,Predicted,0.0,0
11.700000000000001,51.650000000000006,Predicted,1.0,0
11.8,1.25,Predicted,1.0,1
11.8,9.45,Predicted,0.0,0
11.8,14.650000000000002,Predicted,1.0,0
11.8,19.35,Predicted,0.0,0
11.8,52.05,Predicted,1.0,1
11.9,1.25,Predicted,1.0,1
11.9,9.55,Predicted,0.0,0
11.9,14.75,Predicted,1.0,1
11.9,19.55,Predicted,0.0,0
11.9,52.45,Predicted,1.0,1
12.0,1.25,Predicted,1.0,1
12.0,9.75,Predicted,0.0,0
12.0,14.850000000000001,Predicted,1.0,0
12.0,19.75,Predicted,0.0,0
12.0,52.85000000000001,Predicted,1.0,0
12.100000000000001,1.25,Predicted,1.0,1
12.100000000000001,9.850000000000001,Predicted,1.0,1
12.100000000000001,14.850000000000001,Predicted,1.0,0
12.100000000000001,20.05,Predicted,0.0,0
12.100000000000001,53.25,Predicted,1.0,1
12.200000000000001,1.25,Predicted,1.0,1
12.200000000000001,9.95,Predicted,0.0,0
12.200000000000001,14.95,Predicted,1.0,1
12.200000000000001,20.25,Predicted,0.0,0
12.200000000000001,53.650000000000006,Predicted,1.0,0
12.3,1.25,Predicted,1.0,1
12.3,10.05,Predicted,1.0,0
12.3,15.05,Predicted,1.0,1
12.3,20.450000000000003,Predicted,0.0,1
12.3,54.05,Predicted,1.0,1
12.4,1.25,Predicted,1.0,1
12.4,10.150000000000002,Predicted,1.0,1
12.4,15.150000000000002,Predicted,1.0,0
12.4,20.650000000000002,Predicted,0.0,0
12.4,54.45,Predicted,1.0,1
12.5,1.25,Predicted,1.0,1
12.5,10.25,Predicted,0.0,0
12.5,15.25,Predicted,1.0,1
12.5,20.85,Predicted,0.0,0
12.5,54.85000000000001,Predicted,1.0,0
12.600000000000001,1.25,Predicted,1.0,1
12.600000000000001,10.350000000000001,Predicted,1.0,1
12.600000000000001,15.350000000000001,Predicted,1.0,0
12.600000000000001,21.150000000000002,Predicted,0.0,0
12.600000000000001,55.25,Predicted,1.0,1
12.700000000000001,1.25,Predicted,1.0,1
12.700000000000001,10.45,Predicted,0.0,0
12.700000000000001,15.45,Predicted,1.0,1
12.700000000000001,21.35,Predicted,0.0,0
12.700000000000001,55.650000000000006,Predicted,1.0,0
12.8,1.25,Predicted,1.0,1
12.8,10.55,Predicted,1.0,0
12.8,15.55,Predicted,1.0,1
12.8,21.55,Predicted,0.0,0
12.8,56.05,Predicted,1.0,1
12.9,1.25,Predicted,1.0,1
12.9,10.650000000000002,Predicted,1.0,1
12.9,15.650000000000002,Predicted,1.0,0
12.9,21.75,Predicted,0.0,0
12.9,56.45,Predicted,1.0,1
13.0,1.25,Predicted,1.0,1
13.0,10.75,Predicted,0.0,0
13.0,15.650000000000002,Predicted,1.0,0
13.0,21.950000000000003,Predicted,0.0,1
13.0,56.95,Predicted,1.0,1
13.100000000000001,1.25,Predicted,1.0,1
13.100000000000001,10.850000000000001,Predicted,1.0,1
13.100000000000001,15.75,Predicted,1.0,1
13.100000000000001,22.150000000000002,Predicted,0.0,0
13.100000000000001,57.35000000000001,Predicted,1.0,0
13.200000000000001,1.25,Predicted,1.0,1
13.200000000000001,10.95,Predicted,0.0,0
13.200000000000001,15.850000000000001,Predicted,1.0,0
13.200000000000001,22.450000000000003,Predicted,0.0,1
13.200000000000001,57.75,Predicted,1.0,1
13.3,1.25,Predicted,0.0,1
13.3,11.05,Predicted,1.0,0
13.3,15.95,Predicted,1.0,1
13.3,22.650000000000002,Predicted,0.0,0
13.3,58.150000000000006,Predicted,1.0,0
13.4,1.25,Predicted,0.0,1
13.4,11.150000000000002,Predicted,0.0,1
13.4,16.05,Predicted,1.0,1
13.4,22.85,Predicted,0.0,0
13.4,58.55,Predicted,1.0,1
13.5,1.25,Predicted,0.0,1
13.5,11.25,Predicted,0.0,0
13.5,16.15,Predicted,1.0,1
13.5,23.05,Predicted,0.0,0
13.5,58.95,Predicted,1.0,1
13.600000000000001,1.25,Predicted,0.0,1
13.600000000000001,11.350000000000001,Predicted,0.0,1
13.600000000000001,16.25,Predicted,1.0,1
13.600000000000001,23.25,Predicted,0.0,0
13.600000000000001,59.35000000000001,Predicted,1.0,0
13.700000000000001,1.25,Predicted,0.0,1
13.700000000000001,11.45,Predicted,0.0,0
13.700000000000001,16.35,Predicted,1.0,1
13.700000000000001,23.450000000000003,Predicted,0.0,1
13.700000000000001,59.75,Predicted,1.0,1
13.8,1.25,Predicted,0.0,1
13.8,11.55,Predicted,0.0,0
13.8,16.450000000000003,Predicted,1.0,0
13.8,23.650000000000002,Predicted,0.0,0
13.8,33.75,Predicted,1.0,1
13.8,34.95,Predicted,1.0,1
13.8,60.150000000000006,Predicted,1.0,0
13.9,1.25,Predicted,0.0,1
13.9,11.650000000000002,Predicted,0.0,1
13.9,16.55,Predicted,1.0,1
13.9,23.85,Predicted,0.0,0
13.9,33.650000000000006,Predicted,1.0,0
13.9,35.35,Predicted,1.0,0
13.9,60.55,Predicted,1.0,1
14.0,1.25,Predicted,0.0,1
14.0,11.75,Predicted,0.0,0
14.0,16.65,Predicted,1.0,1
14.0,24.150000000000002,Predicted,0.0,0
14.0,33.650000000000006,Predicted,1.0,0
14.0,35.75,Predicted,1.0,0
14.0,60.95,Predicted,1.0,1
14.100000000000001,1.25,Predicted,0.0,1
14.100000000000001,11.850000000000001,Predicted,0.0,1
14.100000000000001,16.75,Predicted,1.0,1
14.100000000000001,24.35,Predicted,0.0,0
14.100000000000001,33.75,Predicted,1.0,1
14.100000000000001,36.05,Predicted,1.0,0
14.100000000000001,61.35000000000001,Predicted,1.0,0
14.200000000000001,1.25,Predicted,0.0,1
14.200000000000001,11.95,Predicted,0.0,0
14.200000000000001,16.85,Predicted,1.0,1
14.200000000000001,24.55,Predicted,0.0,0
14.200000000000001,33.85,Predicted,1.0,1
14.200000000000001,36.45,Predicted,1.0,1
14.200000000000001,61.75,Predicted,1.0,1
14.3,1.25,Predicted,0.0,1
14.3,12.05,Predicted,0.0,0
14.3,16.85,Predicted,1.0,1
14.3,24.75,Predicted,0.0,0
14.3,33.95,Predicted,1.0,0
14.3,36.85,Predicted,1.0,0
14.3,62.150000000000006,Predicted,1.0,0
14.4,1.25,Predicted,0.0,1
14.4,12.150000000000002,Predicted,0.0,1
14.4,16.950000000000003,Predicted,1.0,0
14.4,24.950000000000003,Predicted,0.0,1
14.4,34.05,Predicted,1.0,1
14.4,37.150000000000006,Predicted,1.0,1
14.4,62.55,Predicted,1.0,1
14.5,1.25,Predicted,0.0,1
14.5,12.350000000000001,Predicted,0.0,1
14.5,17.05,Predicted,1.0,1
14.5,25.150000000000002,Predicted,0.0,0
14.5,34.150000000000006,Predicted,1.0,0
14.5,37.55,Predicted,1.0,0
14.5,62.95,Predicted,1.0,1
14.600000000000001,1.25,Predicted,0.0,1
14.600000000000001,12.45,Predicted,0.0,0
14.600000000000001,17.15,Predicted,1.0,1
14.600000000000001,25.35,Predicted,0.0,0
14.600000000000001,34.35,Predicted,1.0,1
14.600000000000001,37.85,Predicted,1.0,0
14.600000000000001,63.45,Predicted,1.0,1
14.700000000000001,1.25,Predicted,0.0,1
14.700000000000001,12.55,Predicted,1.0,0
14.700000000000001,17.25,Predicted,1.0,1
14.700000000000001,25.55,Predicted,0.0,0
14.700000000000001,34.45,Predicted,1.0,0
14.700000000000001,38.25,Predicted,1.0,0
14.700000000000001,63.85000000000001,Predicted,1.0,0
14.8,1.25,Predicted,0.0,1
14.8,12.650000000000002,Predicted,1.0,1
14.8,17.35,Predicted,1.0,1
14.8,25.75,Predicted,0.0,0
14.8,34.650000000000006,Predicted,1.0,0
14.8,38.55,Predicted,1.0,0
14.8,64.25,Predicted,1.0,1
14.9,1.25,Predicted,0.0,1
14.9,12.75,Predicted,0.0,0
14.9,17.450000000000003,Predicted,1.0,0
14.9,25.950000000000003,Predicted,0.0,1
14.9,34.75,Predicted,1.0,1
14.9,38.95,Predicted,1.0,0
14.9,64.65,Predicted,1.0,1
15.0,1.25,Predicted,0.0,1
15.0,12.850000000000001,Predicted,0.0,1
15.0,17.55,Predicted,1.0,1
15.0,26.25,Predicted,0.0,0
15.0,34.95,Predicted,1.0,0
15.0,39.25,Predicted,1.0,0
15.100000000000001,1.25,Predicted,0.0,1
15.100000000000001,12.95,Predicted,0.0,0
15.100000000000001,17.65,Predicted,1.0,1
15.100000000000001,26.450000000000003,Predicted,0.0,1
15.100000000000001,35.150000000000006,Predicted,0.0,0
15.100000000000001,39.55,Predicted,1.0,0
15.200000000000001,1.25,Predicted,0.0,1
15.200000000000001,13.05,Predicted,1.0,0
15.200000000000001,17.75,Predicted,1.0,1
15.200000000000001,26.650000000000002,Predicted,0.0,0
15.200000000000001,35.35,Predicted,1.0,1
15.200000000000001,39.95,Predicted,1.0,0
15.3,1.25,Predicted,0.0,1
15.3,13.150000000000002,Predicted,1.0,1
15.3,17.85,Predicted,1.0,1
15.3,26.85,Predicted,0.0,0
15.3,35.45,Predicted,1.0,0
15.3,40.25,Predicted,1.0,0
15.4,1.25,Predicted,0.0,1
15.4,13.25,Predicted,0.0,0
15.4,17.950000000000003,Predicted,1.0,0
15.4,27.05,Predicted,0.0,0
15.4,35.650000000000006,Predicted,0.0,0
15.4,40.55,Predicted,1.0,0
15.5,1.25,Predicted,0.0,1
15.5,13.350000000000001,Predicted,0.0,1
15.5,18.05,Predicted,1.0,1
15.5,27.25,Predicted,0.0,0
15.5,35.85,Predicted,0.0,1
15.5,40.95,Predicted,1.0,0
15.600000000000001,1.25,Predicted,0.0,1
15.600000000000001,13.45,Predicted,0.0,0
15.600000000000001,18.15,Predicted,1.0,1
15.600000000000001,27.450000000000003,Predicted,0.0,1
15.600000000000001,35.95,Predicted,1.0,0
15.600000000000001,41.25,Predicted,1.0,0
15.700000000000001,1.25,Predicted,0.0,1
15.700000000000001,13.55,Predicted,1.0,0
15.700000000000001,18.15,Predicted,1.0,1
15.700000000000001,27.650000000000002,Predicted,0.0,0
15.700000000000001,36.150000000000006,Predicted,0.0,0
15.700000000000001,41.55,Predicted,1.0,0
15.8,1.25,Predicted,0.0,1
15.8,13.650000000000002,Predicted,1.0,1
15.8,18.25,Predicted,1.0,1
15.8,27.85,Predicted,0.0,0
15.8,36.35,Predicted,0.0,1
15.8,41.95,Predicted,1.0,0
15.9,1.25,Predicted,0.0,1
15.9,13.75,Predicted,0.0,0
15.9,18.35,Predicted,1.0,1
15.9,28.05,Predicted,0.0,0
15.9,36.55,Predicted,0.0,1
15.9,42.25,Predicted,1.0,0
16.0,1.25,Predicted,0.0,1
16.0,13.850000000000001,Predicted,0.0,1
16.0,18.450000000000003,Predicted,1.0,0
16.0,28.35,Predicted,0.0,0
16.0,36.650000000000006,Predicted,0.0,0
16.0,42.55,Predicted,1.0,0
16.1,1.25,Predicted,0.0,1
16.1,13.95,Predicted,0.0,0
16.1,18.55,Predicted,1.0,1
16.1,28.55,Predicted,0.0,0
16.1,36.85,Predicted,1.0,1
16.1,42.85000000000001,Predicted,1.0,1
16.2,1.25,Predicted,0.0,1
16.2,14.05,Predicted,1.0,0
16.2,18.65,Predicted,1.0,1
16.2,28.75,Predicted,0.0,0
16.2,37.05,Predicted,0.0,1
16.2,43.150000000000006,Predicted,1.0,1
16.3,1.25,Predicted,0.0,1
16.3,14.150000000000002,Predicted,0.0,1
16.3,18.75,Predicted,1.0,1
16.3,28.950000000000003,Predicted,0.0,1
16.3,37.25,Predicted,0.0,1
16.3,43.55,Predicted,1.0,0
16.400000000000002,1.25,Predicted,0.0,1
16.400000000000002,14.25,Predicted,0.0,0
16.400000000000002,18.85,Predicted,1.0,1
16.400000000000002,29.150000000000002,Predicted,0.0,0
16.400000000000002,37.45,Predicted,0.0,0
16.400000000000002,43.85000000000001,Predicted,1.0,1
16.5,1.25,Predicted,0.0,1
16.5,14.350000000000001,Predicted,0.0,1
16.5,18.950000000000003,Predicted,1.0,0
16.5,29.35,Predicted,0.0,0
16.5,37.55,Predicted,1.0,1
16.5,44.150000000000006,Predicted,1.0,1
16.6,1.25,Predicted,0.0,1
16.6,14.55,Predicted,1.0,0
16.6,19.05,Predicted,1.0,1
16.6,29.55,Predicted,0.0,0
16.6,37.75,Predicted,0.0,1
16.6,44.45,Predicted,1.0,0
16.7,1.25,Predicted,0.0,1
16.7,14.650000000000002,Predicted,1.0,1
16.7,19.150000000000002,Predicted,1.0,1
16.7,29.75,Predicted,0.0,0
16.7,37.95,Predicted,0.0,0
16.7,44.75,Predicted,1.0,0
16.8,1.25,Predicted,0.0,1
16.8,14.75,Predicted,1.0,0
16.8,19.25,Predicted,1.0,1
16.8,29.950000000000003,Predicted,0.0,1
16.8,38.150000000000006,Predicted,0.0,0
16.8,45.150000000000006,Predicted,1.0,1
16.900000000000002,1.25,Predicted,0.0,1
16.900000000000002,14.850000000000001,Predicted,1.0,1
16.900000000000002,19.35,Predicted,1.0,1
16.900000000000002,30.150000000000002,Predicted,0.0,0
16.900000000000002,38.35000000000001,Predicted,0.0,0
16.900000000000002,45.45,Predicted,1.0,0
17.0,1.25,Predicted,0.0,1
17.0,14.95,Predicted,1.0,0
17.0,19.35,Predicted,1.0,1
17.0,30.35,Predicted,0.0,0
17.0,38.45,Predicted,1.0,1
17.0,45.75,Predicted,1.0,0
17.1,1.25,Predicted,0.0,1
17.1,15.05,Predicted,1.0,0
17.1,19.450000000000003,Predicted,1.0,0
17.1,30.55,Predicted,0.0,0
17.1,38.650000000000006,Predicted,0.0,0
17.1,46.05,Predicted,1.0,0
17.2,1.25,Predicted,0.0,1
17.2,15.150000000000002,Predicted,1.0,1
17.2,19.55,Predicted,1.0,1
17.2,30.75,Predicted,0.0,0
17.2,38.85000000000001,Predicted,0.0,0
17.2,46.35000000000001,Predicted,1.0,1
17.3,1.25,Predicted,0.0,1
17.3,15.25,Predicted,1.0,0
17.3,19.650000000000002,Predicted,1.0,1
17.3,31.05,Predicted,0.0,0
17.3,39.05,Predicted,0.0,1
17.3,46.650000000000006,Predicted,1.0,1
17.400000000000002,1.25,Predicted,0.0,1
17.400000000000002,15.350000000000001,Predicted,1.0,1
17.400000000000002,19.75,Predicted,1.0,1
17.400000000000002,31.25,Predicted,0.0,0
17.400000000000002,39.25,Predicted,0.0,1
17.400000000000002,47.05,Predicted,1.0,0
17.5,1.25,Predicted,0.0,1
17.5,15.45,Predicted,1.0,0
17.5,19.85,Predicted,1.0,1
17.5,31.450000000000003,Predicted,1.0,1
17.5,39.45,Predicted,0.0,1
17.5,47.35000000000001,Predicted,1.0,1
17.6,1.25,Predicted,0.0,1
17.6,15.55,Predicted,1.0,0
17.6,19.950000000000003,Predicted,1.0,0
17.6,31.650000000000002,Predicted,0.0,0
17.6,39.650000000000006,Predicted,0.0,0
17.6,47.650000000000006,Predicted,1.0,1
17.7,1.25,Predicted,0.0,1
17.7,15.650000000000002,Predicted,1.0,1
17.7,20.05,Predicted,1.0,1
17.7,31.85,Predicted,0.0,0
17.7,39.85000000000001,Predicted,0.0,0
17.7,47.95,Predicted,1.0,0
17.8,1.25,Predicted,0.0,1
17.8,15.75,Predicted,1.0,0
17.8,20.150000000000002,Predicted,1.0,1
17.8,32.05,Predicted,0.0,0
17.8,40.05,Predicted,0.0,1
17.8,48.25,Predicted,1.0,0
17.900000000000002,1.25,Predicted,0.0,1
17.900000000000002,15.850000000000001,Predicted,1.0,1
17.900000000000002,20.25,Predicted,1.0,1
17.900000000000002,32.25,Predicted,0.0,0
17.900000000000002,40.25,Predicted,0.0,1
17.900000000000002,48.55,Predicted,1.0,0
18.0,1.25,Predicted,0.0,1
18.0,15.95,Predicted,1.0,0
18.0,20.35,Predicted,1.0,1
18.0,32.45,Predicted,0.0,1
18.0,40.35000000000001,Predicted,0.0,0
18.0,48.85000000000001,Predicted,1.0,1
18.1,1.25,Predicted,0.0,1
18.1,16.05,Predicted,1.0,0
18.1,20.450000000000003,Predicted,1.0,0
